"","ID","Scenario","hy.share"
"2145","145","S3a",1.2
"2146","146","S3a",1.26
"2147","147","S3a",1.31
"2148","148","S3a",1.42
"2149","149","S3a",1.46
"2150","150","S3a",1.39
"2151","151","S3a",1.26
"2152","152","S3a",1.49
"2153","153","S3a",1.21
"2154","154","S3a",1.23
"2155","155","S3a",1.28
"2156","156","S3a",1.26
"2157","157","S3a",1.35
"2158","158","S3a",1.13
"2159","159","S3a",1.29
"2160","160","S3a",1.46
"2161","161","S3a",1.28
"2162","162","S3a",1.22
"2163","163","S3a",1.43
"2164","164","S3a",1.2
"2165","165","S3a",1.35
"2166","166","S3a",1.3
"2167","167","S3a",1.2
"2168","168","S3a",1.25
"2169","169","S3a",1.42
"2170","170","S3a",1.19
"2171","171","S3a",1.5
"2172","172","S3a",1.36
"2173","173","S3a",1.54
"2174","174","S3a",1.24
"2175","175","S3a",1.47
"2176","176","S3a",1.24
"2177","177","S3a",1.33
"2178","178","S3a",1.29
"2179","179","S3a",1.3
"2180","180","S3a",1.11
"2181","181","S3a",1.39
"2182","182","S3a",1.2
"2183","183","S3a",1.21
"2184","184","S3a",1.26
"2185","185","S3a",1.54
"2186","186","S3a",1.32
"2187","187","S3a",1.21
"2188","188","S3a",1.38
"2189","189","S3a",1.22
"2190","190","S3a",1.39
"2191","191","S3a",1.22
"2192","192","S3a",1.44
"2193","193","S3a",1.28
"2194","194","S3a",1.35
"2195","195","S3a",1.36
"2196","196","S3a",1.32
"2197","197","S3a",1.31
"2198","198","S3a",1.21
"2199","199","S3a",1.19
"2200","200","S3a",1.37
"2201","201","S3a",1.29
"2202","202","S3a",1.26
"2203","203","S3a",1.36
"2204","204","S3a",1.47
"2205","205","S3a",1.3
"2206","206","S3a",1.51
"2207","207","S3a",1.27
"2208","208","S3a",1.21
"2209","209","S3a",1.27
"2210","210","S3a",1.28
"2211","211","S3a",1.03
"2212","212","S3a",1.15
"2213","213","S3a",1.37
"2214","214","S3a",1.38
"2215","215","S3a",1.26
"2216","216","S3a",1.15
"2217","217","S3a",1.14
"2218","218","S3a",1.19
"2219","219","S3a",1.2
"2220","220","S3a",1.35
"2221","221","S3a",1.27
"2222","222","S3a",1.34
"2223","223","S3a",1.34
"2224","224","S3a",1.31
"2225","225","S3a",1.07
"2226","226","S3a",1.34
"2227","227","S3a",1.33
"2228","228","S3a",1.45
"2229","229","S3a",1.28
"2230","230","S3a",1.35
"2231","231","S3a",1.26
"2232","232","S3a",1.04
"2233","233","S3a",1.18
"2234","234","S3a",1.33
"2235","235","S3a",1.21
"2236","236","S3a",1.44
"2237","237","S3a",1.41
"2238","238","S3a",1.03
"2239","239","S3a",1.2
"2240","240","S3a",1.39
"2241","241","S3a",1.46
"2242","242","S3a",1.26
"2243","243","S3a",1.3
"2244","244","S3a",1.4
"2245","245","S3a",1.19
"2246","246","S3a",1.21
"2247","247","S3a",1.12
"2248","248","S3a",1.18
"2249","249","S3a",1.44
"2250","250","S3a",1.23
"2251","251","S3a",1.37
"2252","252","S3a",1.3
"2253","253","S3a",1.45
"2254","254","S3a",1.43
"2255","255","S3a",1.39
"2256","256","S3a",1.41
"2257","257","S3a",1.37
"2258","258","S3a",1.34
"2259","259","S3a",1.44
"2260","260","S3a",1.3
"2261","261","S3a",1.26
"2262","262","S3a",1.47
"2263","263","S3a",1.31
"2264","264","S3a",1.36
"2265","265","S3a",1.13
"2266","266","S3a",1.22
"2267","267","S3a",1.32
"2268","268","S3a",1.28
"2269","269","S3a",1.56
"2270","270","S3a",1.14
"2271","271","S3a",1.31
"2272","272","S3a",1.09
"2273","273","S3a",1.09
"2274","274","S3a",1.26
"2275","275","S3a",1.22
"2276","276","S3a",1.5
"2277","277","S3a",1.17
"2278","278","S3a",1.21
"2279","279","S3a",1.28
"2280","280","S3a",1.36
"2281","281","S3a",1.34
"2282","282","S3a",1.44
"2283","283","S3a",1.36
"2284","284","S3a",1.29
"2285","285","S3a",1.22
"2286","286","S3a",1.24
"2287","287","S3a",1.11
"2288","288","S3a",1.17
"2289","289","S3a",1.32
"2290","290","S3a",1.32
"2291","291","S3a",1.13
"2292","292","S3a",1.36
"2293","293","S3a",1.23
"2294","294","S3a",1.34
"2295","295","S3a",1.27
"2296","296","S3a",1.21
"2297","297","S3a",1.26
"2298","298","S3a",1.23
"2299","299","S3a",1.52
"2300","300","S3a",1.19
"2301","301","S3a",1.36
"2302","302","S3a",1.31
"2303","303","S3a",1.22
"2304","304","S3a",1.1
"2305","305","S3a",1.39
"2306","306","S3a",1.37
"2307","307","S3a",1.3
"2308","308","S3a",1.33
"2309","309","S3a",1.3
"2310","310","S3a",1.34
"2311","311","S3a",1.41
"2312","312","S3a",1.22
"2313","313","S3a",1.37
"2314","314","S3a",1.17
"2315","315","S3a",1.1
"2316","316","S3a",1.52
"2317","317","S3a",1.31
"2318","318","S3a",1.08
"2319","319","S3a",1.09
"2320","320","S3a",1.39
"2321","321","S3a",1.27
"2322","322","S3a",1.26
"2323","323","S3a",1.18
"2324","324","S3a",1.23
"2325","325","S3a",1.31
"2326","326","S3a",1.21
"2327","327","S3a",1.39
"2328","328","S3a",1.32
"2329","329","S3a",1.35
"2330","330","S3a",1.4
"2331","331","S3a",1.24
"2332","332","S3a",1.41
"2333","333","S3a",1.15
"2334","334","S3a",1.38
"2335","335","S3a",1.44
"2336","336","S3a",1.29
"2337","337","S3a",1.3
"2338","338","S3a",1.22
"2339","339","S3a",1.33
"2340","340","S3a",1.11
"2341","341","S3a",1.15
"2342","342","S3a",1.39
"2343","343","S3a",1.13
"2344","344","S3a",1.14
"2345","345","S3a",1.31
"2346","346","S3a",1.31
"2347","347","S3a",1.35
"2348","348","S3a",1.44
"2349","349","S3a",1.31
"2350","350","S3a",1.39
"2351","351","S3a",1.38
"2352","352","S3a",1.39
"2353","353","S3a",1.35
"2354","354","S3a",1.26
"2355","355","S3a",1.4
"2356","356","S3a",1.46
"2357","357","S3a",1.38
"2358","358","S3a",1.32
"2359","359","S3a",1.36
"2360","360","S3a",1.2
"2361","361","S3a",1.48
"2362","362","S3a",1.33
"2363","363","S3a",1.23
"2364","364","S3a",1.33
"2365","365","S3a",1.11
"2366","366","S3a",1.32
"2367","367","S3a",1.37
"2368","368","S3a",1.18
"2369","369","S3a",1.34
"2370","370","S3a",1.4
"2371","371","S3a",1.27
"2372","372","S3a",1.14
"2373","373","S3a",1.26
"2374","374","S3a",1.49
"2375","375","S3a",1.45
"2376","376","S3a",1.16
"2377","377","S3a",1.37
"2378","378","S3a",1.36
"2379","379","S3a",1.28
"2380","380","S3a",1.37
"2381","381","S3a",1.14
"2382","382","S3a",1.4
"2383","383","S3a",1.37
"2384","384","S3a",1.31
"2385","385","S3a",1.26
"2386","386","S3a",1.22
"2387","387","S3a",1.25
"2388","388","S3a",1.3
"2389","389","S3a",1.28
"2390","390","S3a",1.36
"2391","391","S3a",1.42
"2392","392","S3a",1.23
"2393","393","S3a",1.23
"2394","394","S3a",1.29
"2395","395","S3a",1.27
"2396","396","S3a",1.32
"2397","397","S3a",1.23
"2398","398","S3a",1.2
"2399","399","S3a",1.23
"2400","400","S3a",1.49
"2401","401","S3a",1.19
"2402","402","S3a",1.29
"2403","403","S3a",1.33
"2404","404","S3a",1.14
"2405","405","S3a",1.38
"2406","406","S3a",1.22
"2407","407","S3a",1.32
"2408","408","S3a",1.22
"2409","409","S3a",1.4
"2410","410","S3a",1.27
"2411","411","S3a",1.25
"2412","412","S3a",1.45
"2413","413","S3a",1.25
"2414","414","S3a",1.29
"2415","415","S3a",1.41
"2416","416","S3a",1.24
"2417","417","S3a",1.23
"2418","418","S3a",1.13
"2419","419","S3a",1.22
"2420","420","S3a",1.28
"2421","421","S3a",1.28
"2422","422","S3a",1.24
"2423","423","S3a",1.37
"2424","424","S3a",1.47
"2425","425","S3a",1.36
"2426","426","S3a",1.33
"2427","427","S3a",1.08
"2428","428","S3a",1.37
"2429","429","S3a",1.24
"2430","430","S3a",1.27
"2431","431","S3a",1.5
"2432","432","S3a",1.06
"2433","433","S3a",1.34
"2434","434","S3a",1.26
"2435","435","S3a",1.25
"2436","436","S3a",1.43
"2437","437","S3a",1.17
"2438","438","S3a",1.4
"2439","439","S3a",1.23
"2440","440","S3a",1.23
"2441","441","S3a",1.23
"2442","442","S3a",1.37
"2443","443","S3a",1.52
"2444","444","S3a",1.42
"2445","445","S3a",1.46
"2446","446","S3a",1.18
"2447","447","S3a",1.23
"2448","448","S3a",1.25
"2449","449","S3a",1.6
"2450","450","S3a",1.55
"2451","451","S3a",1.47
"2452","452","S3a",1.37
"2453","453","S3a",1.35
"2454","454","S3a",1.42
"2455","455","S3a",1.14
"2456","456","S3a",1.29
"2457","457","S3a",1.46
"2458","458","S3a",1.16
"2459","459","S3a",1.09
"2460","460","S3a",1.28
"2461","461","S3a",1.25
"2462","462","S3a",1.45
"2463","463","S3a",1.09
"2464","464","S3a",1.23
"2465","465","S3a",1.28
"2466","466","S3a",1.25
"2467","467","S3a",1.28
"2468","468","S3a",1.19
"2469","469","S3a",1.18
"2470","470","S3a",1.32
"2471","471","S3a",1.35
"2472","472","S3a",1.14
"2473","473","S3a",1.31
"2474","474","S3a",1.27
"2475","475","S3a",1.35
"2476","476","S3a",1.33
"2477","477","S3a",1.4
"2478","478","S3a",1.15
"2479","479","S3a",1.35
"2480","480","S3a",1.26
"2481","481","S3a",1.63
"2482","482","S3a",1.5
"2483","483","S3a",1.4
"2484","484","S3a",1.15
"2485","485","S3a",1.36
"2486","486","S3a",1.32
"2487","487","S3a",1.18
"2488","488","S3a",1.44
"2489","489","S3a",1.38
"2490","490","S3a",1.29
"2491","491","S3a",1.32
"2492","492","S3a",1.11
"2493","493","S3a",1.38
"2494","494","S3a",1.32
"2495","495","S3a",1.2
"2496","496","S3a",1.3
"2497","497","S3a",1.22
"2498","498","S3a",1.31
"2499","499","S3a",1.26
"2500","500","S3a",1.34
"2501","1","S4",1.03
"2502","2","S4",1.07
"2503","3","S4",1.05
"2504","4","S4",1.18
"2505","5","S4",0.99
"2506","6","S4",1.12
"2507","7","S4",1.12
"2508","8","S4",1.04
"2509","9","S4",1.16
"2510","10","S4",1.04
"2511","11","S4",1.16
"2512","12","S4",1.03
"2513","13","S4",1.04
"2514","14","S4",1.01
"2515","15","S4",1.06
"2516","16","S4",1.03
"2517","17","S4",1.02
"2518","18","S4",0.92
"2519","19","S4",1.04
"2520","20","S4",0.81
"2521","21","S4",0.95
"2522","22","S4",1.1
"2523","23","S4",1.17
"2524","24","S4",1
"2525","25","S4",1.07
"2526","26","S4",1.05
"2527","27","S4",1.07
"2528","28","S4",1.06
"2529","29","S4",0.92
"2530","30","S4",1.02
"2531","31","S4",1.09
"2532","32","S4",0.88
"2533","33","S4",1.05
"2534","34","S4",0.81
"2535","35","S4",0.99
"2536","36","S4",1.09
"2537","37","S4",1.18
"2538","38","S4",0.98
"2539","39","S4",0.95
"2540","40","S4",0.98
"2541","41","S4",1.01
"2542","42","S4",1.06
"2543","43","S4",1.2
"2544","44","S4",0.91
"2545","45","S4",1.12
"2546","46","S4",1
"2547","47","S4",0.97
"2548","48","S4",0.9
"2549","49","S4",1.15
"2550","50","S4",1.06
"2551","51","S4",0.94
"2552","52","S4",0.99
"2553","53","S4",1.08
"2554","54","S4",1.17
"2555","55","S4",1.12
"2556","56","S4",1.17
"2557","57","S4",1.17
"2558","58","S4",0.96
"2559","59","S4",0.97
"2560","60","S4",0.86
"2561","61","S4",0.98
"2562","62","S4",1.18
"2563","63","S4",1.11
"2564","64","S4",1.03
"2565","65","S4",0.98
"2566","66","S4",1
"2567","67","S4",0.84
"2568","68","S4",1.04
"2569","69","S4",0.89
"2570","70","S4",0.99
"2571","71","S4",0.91
"2572","72","S4",0.99
"2573","73","S4",1.1
"2574","74","S4",1.02
"2575","75","S4",1.16
"2576","76","S4",1.16
"2577","77","S4",0.89
"2578","78","S4",0.97
"2579","79","S4",1.17
"2580","80","S4",1.04
"2581","81","S4",0.89
"2582","82","S4",0.95
"2583","83","S4",1.03
"2584","84","S4",1
"2585","85","S4",1.1
"2586","86","S4",0.98
"2587","87","S4",1.09
"2588","88","S4",0.95
"2589","89","S4",0.99
"2590","90","S4",0.87
"2591","91","S4",0.98
"2592","92","S4",1.18
"2593","93","S4",1.05
"2594","94","S4",1.08
"2595","95","S4",1.13
"2596","96","S4",1.09
"2597","97","S4",0.97
"2598","98","S4",1.18
"2599","99","S4",1.05
"2600","100","S4",0.92
"2601","101","S4",0.94
"2602","102","S4",0.92
"2603","103","S4",1.05
"2604","104","S4",1.07
"2605","105","S4",1.13
"2606","106","S4",0.99
"2607","107","S4",1.03
"2608","108","S4",0.9
"2609","109","S4",1.09
"2610","110","S4",1.13
"2611","111","S4",0.95
"2612","112","S4",1.05
"2613","113","S4",0.91
"2614","114","S4",0.94
"2615","115","S4",0.87
"2616","116","S4",0.82
"2617","117","S4",1.16
"2618","118","S4",0.93
"2619","119","S4",1.02
"2620","120","S4",1.1
"2621","121","S4",1.17
"2622","122","S4",0.95
"2623","123","S4",0.98
"2624","124","S4",0.95
"2625","125","S4",1.11
"2626","126","S4",1.11
"2627","127","S4",0.87
"2628","128","S4",1.1
"2629","129","S4",1.07
"2630","130","S4",1.09
"2631","131","S4",1.27
"2632","132","S4",1.15
"2633","133","S4",1.04
"2634","134","S4",1.21
"2635","135","S4",0.83
"2636","136","S4",0.99
"2637","137","S4",0.92
"2638","138","S4",1.11
"2639","139","S4",0.88
"2640","140","S4",1.06
"2641","141","S4",0.81
"2642","142","S4",1.02
"2643","143","S4",1.03
"2644","144","S4",1.02
"2645","145","S4",0.84
"2646","146","S4",0.97
"2647","147","S4",0.98
"2648","148","S4",1.08
"2649","149","S4",1.16
"2650","150","S4",1.1
"2651","151","S4",0.93
"2652","152","S4",1.15
"2653","153","S4",0.93
"2654","154","S4",1.02
"2655","155","S4",1.02
"2656","156","S4",0.97
"2657","157","S4",1
"2658","158","S4",0.99
"2659","159","S4",1.04
"2660","160","S4",1.13
"2661","161","S4",0.98
"2662","162","S4",0.88
"2663","163","S4",1.13
"2664","164","S4",1.01
"2665","165","S4",0.94
"2666","166","S4",1.1
"2667","167","S4",0.98
"2668","168","S4",1.11
"2669","169","S4",1.04
"2670","170","S4",1
"2671","171","S4",1.22
"2672","172","S4",1.1
"2673","173","S4",1.21
"2674","174","S4",0.98
"2675","175","S4",1.09
"2676","176","S4",1.01
"2677","177","S4",1.13
"2678","178","S4",1.07
"2679","179","S4",1.05
"2680","180","S4",0.89
"2681","181","S4",1.1
"2682","182","S4",0.97
"2683","183","S4",0.93
"2684","184","S4",1.06
"2685","185","S4",1.25
"2686","186","S4",1.01
"2687","187","S4",0.99
"2688","188","S4",1.1
"2689","189","S4",0.99
"2690","190","S4",1.2
"2691","191","S4",0.97
"2692","192","S4",1.11
"2693","193","S4",0.89
"2694","194","S4",1.02
"2695","195","S4",1.07
"2696","196","S4",1.12
"2697","197","S4",1.03
"2698","198","S4",1.09
"2699","199","S4",0.98
"2700","200","S4",1.15
"2701","201","S4",1.01
"2702","202","S4",1
"2703","203","S4",0.99
"2704","204","S4",1.03
"2705","205","S4",1.05
"2706","206","S4",1.28
"2707","207","S4",1
"2708","208","S4",0.83
"2709","209","S4",1
"2710","210","S4",1.01
"2711","211","S4",0.74
"2712","212","S4",0.84
"2713","213","S4",1.11
"2714","214","S4",1.08
"2715","215","S4",1
"2716","216","S4",0.85
"2717","217","S4",0.89
"2718","218","S4",0.99
"2719","219","S4",0.99
"2720","220","S4",1.04
"2721","221","S4",1.04
"2722","222","S4",1.06
"2723","223","S4",1.18
"2724","224","S4",1.05
"2725","225","S4",0.8
"2726","226","S4",1.13
"2727","227","S4",1.05
"2728","228","S4",1.05
"2729","229","S4",1.06
"2730","230","S4",1.05
"2731","231","S4",0.95
"2732","232","S4",0.84
"2733","233","S4",0.96
"2734","234","S4",1.14
"2735","235","S4",1.04
"2736","236","S4",1.05
"2737","237","S4",1.05
"2738","238","S4",0.69
"2739","239","S4",0.97
"2740","240","S4",0.98
"2741","241","S4",1.11
"2742","242","S4",0.98
"2743","243","S4",1.11
"2744","244","S4",1.16
"2745","245","S4",0.9
"2746","246","S4",0.98
"2747","247","S4",0.97
"2748","248","S4",0.92
"2749","249","S4",1.06
"2750","250","S4",1
"2751","251","S4",1.07
"2752","252","S4",1.11
"2753","253","S4",1.13
"2754","254","S4",1.08
"2755","255","S4",1.07
"2756","256","S4",1.09
"2757","257","S4",0.98
"2758","258","S4",1.13
"2759","259","S4",1.05
"2760","260","S4",1.06
"2761","261","S4",0.99
"2762","262","S4",1.11
"2763","263","S4",1.03
"2764","264","S4",1.07
"2765","265","S4",0.94
"2766","266","S4",1.05
"2767","267","S4",1.07
"2768","268","S4",0.9
"2769","269","S4",1.19
"2770","270","S4",0.92
"2771","271","S4",0.99
"2772","272","S4",0.79
"2773","273","S4",0.83
"2774","274","S4",0.96
"2775","275","S4",0.96
"2776","276","S4",1.21
"2777","277","S4",0.9
"2778","278","S4",1.02
"2779","279","S4",1.02
"2780","280","S4",1.13
"2781","281","S4",1.1
"2782","282","S4",1.17
"2783","283","S4",0.96
"2784","284","S4",1.08
"2785","285","S4",1.04
"2786","286","S4",1.09
"2787","287","S4",0.87
"2788","288","S4",0.93
"2789","289","S4",1.12
"2790","290","S4",1.01
"2791","291","S4",0.86
"2792","292","S4",1.07
"2793","293","S4",0.97
"2794","294","S4",1.08
"2795","295","S4",1.02
"2796","296","S4",1.03
"2797","297","S4",1.03
"2798","298","S4",0.99
"2799","299","S4",1.24
"2800","300","S4",0.97
"2801","301","S4",1.09
"2802","302","S4",1.2
"2803","303","S4",1.02
"2804","304","S4",0.87
"2805","305","S4",1.03
"2806","306","S4",1.13
"2807","307","S4",0.97
"2808","308","S4",1.13
"2809","309","S4",0.93
"2810","310","S4",1.14
"2811","311","S4",1.17
"2812","312","S4",0.97
"2813","313","S4",1.12
"2814","314","S4",0.94
"2815","315","S4",0.95
"2816","316","S4",1.12
"2817","317","S4",1.07
"2818","318","S4",0.85
"2819","319","S4",0.86
"2820","320","S4",1
"2821","321","S4",0.92
"2822","322","S4",1.11
"2823","323","S4",0.87
"2824","324","S4",1.03
"2825","325","S4",1.08
"2826","326","S4",0.99
"2827","327","S4",1.05
"2828","328","S4",0.96
"2829","329","S4",1.11
"2830","330","S4",1.1
"2831","331","S4",0.92
"2832","332","S4",1.05
"2833","333","S4",0.93
"2834","334","S4",1.11
"2835","335","S4",1.12
"2836","336","S4",1.02
"2837","337","S4",1.09
"2838","338","S4",0.97
"2839","339","S4",0.96
"2840","340","S4",0.96
"2841","341","S4",0.93
"2842","342","S4",1.15
"2843","343","S4",0.85
"2844","344","S4",0.99
"2845","345","S4",1
"2846","346","S4",1.1
"2847","347","S4",0.97
"2848","348","S4",1.17
"2849","349","S4",1.05
"2850","350","S4",1.15
"2851","351","S4",1.08
"2852","352","S4",1.12
"2853","353","S4",1.13
"2854","354","S4",1.08
"2855","355","S4",1.15
"2856","356","S4",1.24
"2857","357","S4",1.07
"2858","358","S4",0.95
"2859","359","S4",1
"2860","360","S4",0.92
"2861","361","S4",1.29
"2862","362","S4",1.01
"2863","363","S4",0.9
"2864","364","S4",1.04
"2865","365","S4",0.76
"2866","366","S4",1.1
"2867","367","S4",1.16
"2868","368","S4",1.06
"2869","369","S4",1.14
"2870","370","S4",1.06
"2871","371","S4",1.05
"2872","372","S4",0.99
"2873","373","S4",1.05
"2874","374","S4",1.18
"2875","375","S4",1.16
"2876","376","S4",0.91
"2877","377","S4",1.06
"2878","378","S4",1.06
"2879","379","S4",1.06
"2880","380","S4",1.09
"2881","381","S4",0.83
"2882","382","S4",1.1
"2883","383","S4",1.17
"2884","384","S4",1.07
"2885","385","S4",1.05
"2886","386","S4",0.93
"2887","387","S4",0.91
"2888","388","S4",1.02
"2889","389","S4",1.04
"2890","390","S4",0.97
"2891","391","S4",1.08
"2892","392","S4",0.87
"2893","393","S4",1
"2894","394","S4",1.01
"2895","395","S4",1.06
"2896","396","S4",1.04
"2897","397","S4",0.97
"2898","398","S4",0.93
"2899","399","S4",0.99
"2900","400","S4",1.14
"2901","401","S4",0.97
"2902","402","S4",1.06
"2903","403","S4",1.08
"2904","404","S4",0.88
"2905","405","S4",1.16
"2906","406","S4",0.97
"2907","407","S4",1.05
"2908","408","S4",0.95
"2909","409","S4",1.2
"2910","410","S4",1.04
"2911","411","S4",0.91
"2912","412","S4",1.15
"2913","413","S4",1.05
"2914","414","S4",1.01
"2915","415","S4",1.17
"2916","416","S4",0.96
"2917","417","S4",0.93
"2918","418","S4",0.92
"2919","419","S4",0.95
"2920","420","S4",1.03
"2921","421","S4",1
"2922","422","S4",0.9
"2923","423","S4",1.03
"2924","424","S4",1.09
"2925","425","S4",1.14
"2926","426","S4",1
"2927","427","S4",0.87
"2928","428","S4",1.12
"2929","429","S4",0.91
"2930","430","S4",0.98
"2931","431","S4",1.19
"2932","432","S4",1
"2933","433","S4",1.13
"2934","434","S4",1.05
"2935","435","S4",1.02
"2936","436","S4",1.12
"2937","437","S4",0.88
"2938","438","S4",1.1
"2939","439","S4",1
"2940","440","S4",0.98
"2941","441","S4",1.01
"2942","442","S4",1.06
"2943","443","S4",1.16
"2944","444","S4",1.04
"2945","445","S4",1.2
"2946","446","S4",0.94
"2947","447","S4",1.06
"2948","448","S4",1.06
"2949","449","S4",1.27
"2950","450","S4",1.19
"2951","451","S4",1.21
"2952","452","S4",1.07
"2953","453","S4",1.05
"2954","454","S4",1.12
"2955","455","S4",0.89
"2956","456","S4",1.01
"2957","457","S4",1.14
"2958","458","S4",1.01
"2959","459","S4",0.79
"2960","460","S4",0.96
"2961","461","S4",1.06
"2962","462","S4",1.08
"2963","463","S4",1
"2964","464","S4",1
"2965","465","S4",1.08
"2966","466","S4",1.07
"2967","467","S4",0.94
"2968","468","S4",0.98
"2969","469","S4",0.9
"2970","470","S4",1.1
"2971","471","S4",1.08
"2972","472","S4",0.92
"2973","473","S4",1.07
"2974","474","S4",1.02
"2975","475","S4",1.12
"2976","476","S4",1.04
"2977","477","S4",1.15
"2978","478","S4",0.91
"2979","479","S4",0.98
"2980","480","S4",1.11
"2981","481","S4",1.32
"2982","482","S4",1.21
"2983","483","S4",1.11
"2984","484","S4",1.03
"2985","485","S4",1.08
"2986","486","S4",1.02
"2987","487","S4",0.87
"2988","488","S4",1.08
"2989","489","S4",1.04
"2990","490","S4",0.98
"2991","491","S4",1
"2992","492","S4",0.83
"2993","493","S4",1.16
"2994","494","S4",0.89
"2995","495","S4",1.02
"2996","496","S4",1.03
"2997","497","S4",0.93
"2998","498","S4",1.09
"2999","499","S4",1.12
"3000","500","S4",1.01
"3001","1","S5",1.01
"3002","2","S5",1.26
"3003","3","S5",1.02
"3004","4","S5",1.12
"3005","5","S5",1.09
"3006","6","S5",1.26
"3007","7","S5",1.17
"3008","8","S5",1.22
"3009","9","S5",1.21
"3010","10","S5",1.11
"3011","11","S5",1.28
"3012","12","S5",1.15
"3013","13","S5",0.98
"3014","14","S5",1.23
"3015","15","S5",1.13
"3016","16","S5",1.25
"3017","17","S5",1.16
"3018","18","S5",1.14
"3019","19","S5",0.99
"3020","20","S5",1.05
"3021","21","S5",1.07
"3022","22","S5",1.04
"3023","23","S5",1.07
"3024","24","S5",1.26
"3025","25","S5",1.12
"3026","26","S5",1.44
"3027","27","S5",0.95
"3028","28","S5",1.16
"3029","29","S5",1.16
"3030","30","S5",1.13
"3031","31","S5",1.11
"3032","32","S5",1.12
"3033","33","S5",1.08
"3034","34","S5",1.1
"3035","35","S5",1.21
"3036","36","S5",1.08
"3037","37","S5",1.29
"3038","38","S5",0.88
"3039","39","S5",1.19
"3040","40","S5",1.18
"3041","41","S5",1.2
"3042","42","S5",1.25
"3043","43","S5",1.12
"3044","44","S5",1.15
"3045","45","S5",1.21
"3046","46","S5",1
"3047","47","S5",1.07
"3048","48","S5",1.27
"3049","49","S5",1.21
"3050","50","S5",1.17
"3051","51","S5",1.13
"3052","52","S5",1.31
"3053","53","S5",1.33
"3054","54","S5",1.11
"3055","55","S5",1.19
"3056","56","S5",1.16
"3057","57","S5",1.19
"3058","58","S5",1.25
"3059","59","S5",1.13
"3060","60","S5",1.07
"3061","61","S5",1.04
"3062","62","S5",1.05
"3063","63","S5",1.28
"3064","64","S5",1.09
"3065","65","S5",1.1
"3066","66","S5",1.13
"3067","67","S5",1.1
"3068","68","S5",1.14
"3069","69","S5",1.11
"3070","70","S5",1.18
"3071","71","S5",1.19
"3072","72","S5",1.17
"3073","73","S5",1.25
"3074","74","S5",1.06
"3075","75","S5",1.23
"3076","76","S5",1.11
"3077","77","S5",1.05
"3078","78","S5",1.21
"3079","79","S5",1.2
"3080","80","S5",1.28
"3081","81","S5",1.29
"3082","82","S5",1.33
"3083","83","S5",1.04
"3084","84","S5",1.08
"3085","85","S5",1.1
"3086","86","S5",1.1
"3087","87","S5",1.27
"3088","88","S5",1.09
"3089","89","S5",1.27
"3090","90","S5",1.18
"3091","91","S5",1.05
"3092","92","S5",1.27
"3093","93","S5",1.19
"3094","94","S5",1.19
"3095","95","S5",1.24
"3096","96","S5",1.13
"3097","97","S5",1.04
"3098","98","S5",1.12
"3099","99","S5",1.05
"3100","100","S5",0.95
"3101","101","S5",1.11
"3102","102","S5",1.11
"3103","103","S5",1.32
"3104","104","S5",1.23
"3105","105","S5",1.23
"3106","106","S5",0.94
"3107","107","S5",1.16
"3108","108","S5",0.99
"3109","109","S5",1.08
"3110","110","S5",1.03
"3111","111","S5",1.03
"3112","112","S5",1.13
"3113","113","S5",1.12
"3114","114","S5",0.98
"3115","115","S5",0.97
"3116","116","S5",1
"3117","117","S5",1.23
"3118","118","S5",0.91
"3119","119","S5",1.2
"3120","120","S5",1.13
"3121","121","S5",1.34
"3122","122","S5",0.98
"3123","123","S5",1.06
"3124","124","S5",1.24
"3125","125","S5",1.15
"3126","126","S5",1.09
"3127","127","S5",1.13
"3128","128","S5",1.16
"3129","129","S5",0.92
"3130","130","S5",1.13
"3131","131","S5",1.09
"3132","132","S5",1.07
"3133","133","S5",1.12
"3134","134","S5",1.16
"3135","135","S5",1.18
"3136","136","S5",1.24
"3137","137","S5",1.15
"3138","138","S5",1.07
"3139","139","S5",1.15
"3140","140","S5",1.09
"3141","141","S5",1.11
"3142","142","S5",1.22
"3143","143","S5",1.2
"3144","144","S5",1.06
"3145","145","S5",1.15
"3146","146","S5",1.25
"3147","147","S5",1.08
"3148","148","S5",1.22
"3149","149","S5",1.13
"3150","150","S5",1.24
"3151","151","S5",1.12
"3152","152","S5",1.32
"3153","153","S5",1.22
"3154","154","S5",1.04
"3155","155","S5",1.02
"3156","156","S5",0.95
"3157","157","S5",0.98
"3158","158","S5",0.95
"3159","159","S5",1.1
"3160","160","S5",1.12
"3161","161","S5",1.09
"3162","162","S5",1.1
"3163","163","S5",1.23
"3164","164","S5",1.25
"3165","165","S5",1.09
"3166","166","S5",1.29
"3167","167","S5",1.04
"3168","168","S5",1.16
"3169","169","S5",1.07
"3170","170","S5",1.16
"3171","171","S5",1.1
"3172","172","S5",1.22
"3173","173","S5",1.17
"3174","174","S5",1.26
"3175","175","S5",1.2
"3176","176","S5",0.98
"3177","177","S5",1.09
"3178","178","S5",1.12
"3179","179","S5",0.99
"3180","180","S5",1.07
"3181","181","S5",1.32
"3182","182","S5",0.96
"3183","183","S5",1.18
"3184","184","S5",1
"3185","185","S5",1.09
"3186","186","S5",0.84
"3187","187","S5",0.99
"3188","188","S5",1.18
"3189","189","S5",1.14
"3190","190","S5",1.21
"3191","191","S5",1.12
"3192","192","S5",1.19
"3193","193","S5",1.1
"3194","194","S5",1.19
"3195","195","S5",1.04
"3196","196","S5",1.15
