"","ID","Scenario","truck.share"
"2142","142","S3a",45.7
"2143","143","S3a",46.05
"2144","144","S3a",46.87
"2145","145","S3a",45.41
"2146","146","S3a",44.92
"2147","147","S3a",46.31
"2148","148","S3a",46.26
"2149","149","S3a",46.39
"2150","150","S3a",46.25
"2151","151","S3a",46.75
"2152","152","S3a",44.61
"2153","153","S3a",46.6
"2154","154","S3a",45.89
"2155","155","S3a",45.99
"2156","156","S3a",45.6
"2157","157","S3a",46.02
"2158","158","S3a",46.33
"2159","159","S3a",46.3
"2160","160","S3a",45.57
"2161","161","S3a",46.86
"2162","162","S3a",45.99
"2163","163","S3a",46.04
"2164","164","S3a",46.05
"2165","165","S3a",45.44
"2166","166","S3a",45.89
"2167","167","S3a",46.17
"2168","168","S3a",45.49
"2169","169","S3a",46.15
"2170","170","S3a",45.76
"2171","171","S3a",45.33
"2172","172","S3a",46.35
"2173","173","S3a",46.6
"2174","174","S3a",46.47
"2175","175","S3a",45.41
"2176","176","S3a",45.44
"2177","177","S3a",46.76
"2178","178","S3a",45.97
"2179","179","S3a",46.26
"2180","180","S3a",45.92
"2181","181","S3a",46.42
"2182","182","S3a",45.94
"2183","183","S3a",45.95
"2184","184","S3a",46.15
"2185","185","S3a",45.95
"2186","186","S3a",45.27
"2187","187","S3a",46.44
"2188","188","S3a",45.15
"2189","189","S3a",45.68
"2190","190","S3a",45.07
"2191","191","S3a",46.21
"2192","192","S3a",45.71
"2193","193","S3a",44.95
"2194","194","S3a",45.95
"2195","195","S3a",46.19
"2196","196","S3a",45.44
"2197","197","S3a",46.72
"2198","198","S3a",46.35
"2199","199","S3a",44.66
"2200","200","S3a",46.44
"2201","201","S3a",45.98
"2202","202","S3a",46.49
"2203","203","S3a",45.95
"2204","204","S3a",45.48
"2205","205","S3a",46.15
"2206","206","S3a",45.56
"2207","207","S3a",46.7
"2208","208","S3a",46.02
"2209","209","S3a",46.08
"2210","210","S3a",45.58
"2211","211","S3a",46.02
"2212","212","S3a",46.64
"2213","213","S3a",45.01
"2214","214","S3a",46.07
"2215","215","S3a",46.07
"2216","216","S3a",45.63
"2217","217","S3a",45.45
"2218","218","S3a",46.75
"2219","219","S3a",46.58
"2220","220","S3a",46.1
"2221","221","S3a",44.7
"2222","222","S3a",45.92
"2223","223","S3a",45.15
"2224","224","S3a",46.49
"2225","225","S3a",46.82
"2226","226","S3a",46.11
"2227","227","S3a",45.14
"2228","228","S3a",46.01
"2229","229","S3a",45.35
"2230","230","S3a",45.5
"2231","231","S3a",45.8
"2232","232","S3a",45.19
"2233","233","S3a",45.7
"2234","234","S3a",45.99
"2235","235","S3a",45.46
"2236","236","S3a",46.55
"2237","237","S3a",45.46
"2238","238","S3a",45.89
"2239","239","S3a",45.81
"2240","240","S3a",44.99
"2241","241","S3a",46.23
"2242","242","S3a",45.69
"2243","243","S3a",45.28
"2244","244","S3a",45.23
"2245","245","S3a",46.24
"2246","246","S3a",46.29
"2247","247","S3a",45.69
"2248","248","S3a",45.85
"2249","249","S3a",46.04
"2250","250","S3a",45.96
"2251","251","S3a",45.31
"2252","252","S3a",46.32
"2253","253","S3a",46.25
"2254","254","S3a",45.93
"2255","255","S3a",46.15
"2256","256","S3a",45.6
"2257","257","S3a",45.55
"2258","258","S3a",45.74
"2259","259","S3a",45.54
"2260","260","S3a",45.7
"2261","261","S3a",44.96
"2262","262","S3a",45.12
"2263","263","S3a",45.07
"2264","264","S3a",46.01
"2265","265","S3a",46.73
"2266","266","S3a",45.52
"2267","267","S3a",45.64
"2268","268","S3a",45.94
"2269","269","S3a",46.45
"2270","270","S3a",46.16
"2271","271","S3a",45.79
"2272","272","S3a",46
"2273","273","S3a",45.71
"2274","274","S3a",44.87
"2275","275","S3a",45.83
"2276","276","S3a",45.5
"2277","277","S3a",46.3
"2278","278","S3a",45.53
"2279","279","S3a",46.16
"2280","280","S3a",45.39
"2281","281","S3a",45.63
"2282","282","S3a",46.32
"2283","283","S3a",45.39
"2284","284","S3a",46.03
"2285","285","S3a",45.82
"2286","286","S3a",45.44
"2287","287","S3a",46.28
"2288","288","S3a",46.11
"2289","289","S3a",47.03
"2290","290","S3a",46.37
"2291","291","S3a",46.17
"2292","292","S3a",45.99
"2293","293","S3a",45.81
"2294","294","S3a",45.62
"2295","295","S3a",45.64
"2296","296","S3a",45.81
"2297","297","S3a",45.35
"2298","298","S3a",46.41
"2299","299","S3a",46.05
"2300","300","S3a",45.99
"2301","301","S3a",45.47
"2302","302","S3a",45.54
"2303","303","S3a",46
"2304","304","S3a",45.99
"2305","305","S3a",45.42
"2306","306","S3a",45.36
"2307","307","S3a",45.5
"2308","308","S3a",45.64
"2309","309","S3a",45.58
"2310","310","S3a",46.21
"2311","311","S3a",45.88
"2312","312","S3a",45.87
"2313","313","S3a",45.64
"2314","314","S3a",45.63
"2315","315","S3a",46.25
"2316","316","S3a",45.65
"2317","317","S3a",46.36
"2318","318","S3a",45.59
"2319","319","S3a",44.95
"2320","320","S3a",45.76
"2321","321","S3a",46.98
"2322","322","S3a",45.48
"2323","323","S3a",45.54
"2324","324","S3a",45.71
"2325","325","S3a",45.81
"2326","326","S3a",44.73
"2327","327","S3a",45.94
"2328","328","S3a",46.17
"2329","329","S3a",45.79
"2330","330","S3a",46.1
"2331","331","S3a",46.44
"2332","332","S3a",45.77
"2333","333","S3a",44.96
"2334","334","S3a",46.28
"2335","335","S3a",45.66
"2336","336","S3a",45.36
"2337","337","S3a",46.01
"2338","338","S3a",46.23
"2339","339","S3a",46
"2340","340","S3a",46.47
"2341","341","S3a",45.55
"2342","342","S3a",45.64
"2343","343","S3a",45.88
"2344","344","S3a",46.31
"2345","345","S3a",45.55
"2346","346","S3a",45.66
"2347","347","S3a",46.71
"2348","348","S3a",44.98
"2349","349","S3a",46.19
"2350","350","S3a",46.11
"2351","351","S3a",45.41
"2352","352","S3a",45.02
"2353","353","S3a",46.24
"2354","354","S3a",45.83
"2355","355","S3a",45.45
"2356","356","S3a",44.95
"2357","357","S3a",45.77
"2358","358","S3a",45.94
"2359","359","S3a",45.29
"2360","360","S3a",46.53
"2361","361","S3a",45.83
"2362","362","S3a",45.74
"2363","363","S3a",46.08
"2364","364","S3a",45.71
"2365","365","S3a",45.83
"2366","366","S3a",45.69
"2367","367","S3a",45.4
"2368","368","S3a",45.79
"2369","369","S3a",46.62
"2370","370","S3a",46.05
"2371","371","S3a",45.05
"2372","372","S3a",45.6
"2373","373","S3a",45.99
"2374","374","S3a",45.94
"2375","375","S3a",46.44
"2376","376","S3a",45.81
"2377","377","S3a",45.35
"2378","378","S3a",46.01
"2379","379","S3a",45.93
"2380","380","S3a",46.06
"2381","381","S3a",46.6
"2382","382","S3a",45.61
"2383","383","S3a",46.1
"2384","384","S3a",45.67
"2385","385","S3a",45.99
"2386","386","S3a",46.34
"2387","387","S3a",45.92
"2388","388","S3a",45.91
"2389","389","S3a",46.73
"2390","390","S3a",45.6
"2391","391","S3a",45.7
"2392","392","S3a",45.48
"2393","393","S3a",46.32
"2394","394","S3a",45.45
"2395","395","S3a",46.98
"2396","396","S3a",45.92
"2397","397","S3a",45.6
"2398","398","S3a",45.72
"2399","399","S3a",45.94
"2400","400","S3a",45.59
"2401","401","S3a",46.01
"2402","402","S3a",46.04
"2403","403","S3a",45.66
"2404","404","S3a",45.61
"2405","405","S3a",46.32
"2406","406","S3a",45.49
"2407","407","S3a",45.84
"2408","408","S3a",45.81
"2409","409","S3a",46.37
"2410","410","S3a",47.11
"2411","411","S3a",44.93
"2412","412","S3a",44.93
"2413","413","S3a",45.82
"2414","414","S3a",45.57
"2415","415","S3a",45.48
"2416","416","S3a",45.95
"2417","417","S3a",45.12
"2418","418","S3a",46.51
"2419","419","S3a",45.52
"2420","420","S3a",45.6
"2421","421","S3a",45.88
"2422","422","S3a",46.16
"2423","423","S3a",45.92
"2424","424","S3a",44.8
"2425","425","S3a",45.2
"2426","426","S3a",46.07
"2427","427","S3a",45.51
"2428","428","S3a",46.17
"2429","429","S3a",46.37
"2430","430","S3a",45.88
"2431","431","S3a",46.2
"2432","432","S3a",46.37
"2433","433","S3a",45.4
"2434","434","S3a",46.42
"2435","435","S3a",46.14
"2436","436","S3a",45.17
"2437","437","S3a",46.22
"2438","438","S3a",45.8
"2439","439","S3a",46.71
"2440","440","S3a",45.91
"2441","441","S3a",46.65
"2442","442","S3a",46.83
"2443","443","S3a",45.16
"2444","444","S3a",45.73
"2445","445","S3a",45.96
"2446","446","S3a",45.92
"2447","447","S3a",45.01
"2448","448","S3a",45.74
"2449","449","S3a",46.1
"2450","450","S3a",46.91
"2451","451","S3a",45.49
"2452","452","S3a",45.48
"2453","453","S3a",45.58
"2454","454","S3a",45.56
"2455","455","S3a",45.85
"2456","456","S3a",45.65
"2457","457","S3a",45.34
"2458","458","S3a",45.65
"2459","459","S3a",45.69
"2460","460","S3a",46.3
"2461","461","S3a",45.56
"2462","462","S3a",45.82
"2463","463","S3a",46.06
"2464","464","S3a",46.19
"2465","465","S3a",46.18
"2466","466","S3a",46.67
"2467","467","S3a",45.86
"2468","468","S3a",46.08
"2469","469","S3a",47.2
"2470","470","S3a",45.84
"2471","471","S3a",45.57
"2472","472","S3a",46.52
"2473","473","S3a",46.24
"2474","474","S3a",46.59
"2475","475","S3a",46.01
"2476","476","S3a",45.32
"2477","477","S3a",45.21
"2478","478","S3a",46.31
"2479","479","S3a",45.62
"2480","480","S3a",46.53
"2481","481","S3a",46.09
"2482","482","S3a",46.99
"2483","483","S3a",45.93
"2484","484","S3a",46.26
"2485","485","S3a",45.69
"2486","486","S3a",45.42
"2487","487","S3a",46.91
"2488","488","S3a",46.46
"2489","489","S3a",45.26
"2490","490","S3a",45.81
"2491","491","S3a",46.86
"2492","492","S3a",45.97
"2493","493","S3a",45.9
"2494","494","S3a",45.53
"2495","495","S3a",46.02
"2496","496","S3a",45.45
"2497","497","S3a",46.23
"2498","498","S3a",45.92
"2499","499","S3a",46.25
"2500","500","S3a",46.21
"2501","1","S4",45.71
"2502","2","S4",45.42
"2503","3","S4",46.31
"2504","4","S4",46.86
"2505","5","S4",45.85
"2506","6","S4",45.98
"2507","7","S4",45.86
"2508","8","S4",45.72
"2509","9","S4",45.5
"2510","10","S4",45.63
"2511","11","S4",44.96
"2512","12","S4",45.21
"2513","13","S4",44.91
"2514","14","S4",45.56
"2515","15","S4",45.49
"2516","16","S4",45.05
"2517","17","S4",45.92
"2518","18","S4",45.93
"2519","19","S4",45.79
"2520","20","S4",46.01
"2521","21","S4",45.12
"2522","22","S4",45.67
"2523","23","S4",44.94
"2524","24","S4",45.49
"2525","25","S4",46.41
"2526","26","S4",46.01
"2527","27","S4",46.38
"2528","28","S4",45.65
"2529","29","S4",45.48
"2530","30","S4",46.06
"2531","31","S4",45.98
"2532","32","S4",46.46
"2533","33","S4",45.39
"2534","34","S4",45.53
"2535","35","S4",45.78
"2536","36","S4",45.64
"2537","37","S4",45.7
"2538","38","S4",45.27
"2539","39","S4",46.05
"2540","40","S4",47.02
"2541","41","S4",46.78
"2542","42","S4",46.22
"2543","43","S4",46.06
"2544","44","S4",45.57
"2545","45","S4",46
"2546","46","S4",46.11
"2547","47","S4",45.76
"2548","48","S4",45.47
"2549","49","S4",45.64
"2550","50","S4",45.23
"2551","51","S4",46.16
"2552","52","S4",45.81
"2553","53","S4",46.43
"2554","54","S4",46.18
"2555","55","S4",45.61
"2556","56","S4",45.27
"2557","57","S4",46.09
"2558","58","S4",46.12
"2559","59","S4",45.92
"2560","60","S4",45.94
"2561","61","S4",45.92
"2562","62","S4",45.84
"2563","63","S4",45.92
"2564","64","S4",45.6
"2565","65","S4",45.97
"2566","66","S4",45.88
"2567","67","S4",46.06
"2568","68","S4",46.28
"2569","69","S4",45.83
"2570","70","S4",45.6
"2571","71","S4",45.67
"2572","72","S4",46.26
"2573","73","S4",46.36
"2574","74","S4",46.32
"2575","75","S4",46.18
"2576","76","S4",44.94
"2577","77","S4",45.55
"2578","78","S4",45.77
"2579","79","S4",45.97
"2580","80","S4",46.08
"2581","81","S4",46.18
"2582","82","S4",46.46
"2583","83","S4",45.22
"2584","84","S4",45.34
"2585","85","S4",45.96
"2586","86","S4",45.72
"2587","87","S4",45.77
"2588","88","S4",45.69
"2589","89","S4",46.09
"2590","90","S4",45.51
"2591","91","S4",45.76
"2592","92","S4",45.87
"2593","93","S4",45.1
"2594","94","S4",46.27
"2595","95","S4",45.7
"2596","96","S4",45.12
"2597","97","S4",45.6
"2598","98","S4",45.53
"2599","99","S4",46.31
"2600","100","S4",46.71
"2601","101","S4",46.19
"2602","102","S4",45.78
"2603","103","S4",45.88
"2604","104","S4",45.55
"2605","105","S4",45
"2606","106","S4",45.95
"2607","107","S4",45.44
"2608","108","S4",45.83
"2609","109","S4",45.97
"2610","110","S4",45.79
"2611","111","S4",45.81
"2612","112","S4",45.81
"2613","113","S4",47.03
"2614","114","S4",45.58
"2615","115","S4",46.82
"2616","116","S4",46.19
"2617","117","S4",45.45
"2618","118","S4",45.72
"2619","119","S4",46.31
"2620","120","S4",45.34
"2621","121","S4",45.77
"2622","122","S4",45.79
"2623","123","S4",45.56
"2624","124","S4",46.79
"2625","125","S4",45.67
"2626","126","S4",46.78
"2627","127","S4",46.69
"2628","128","S4",46.22
"2629","129","S4",44.88
"2630","130","S4",45.54
"2631","131","S4",46.04
"2632","132","S4",45.52
"2633","133","S4",46.54
"2634","134","S4",45.35
"2635","135","S4",46.29
"2636","136","S4",45.64
"2637","137","S4",45.88
"2638","138","S4",45.33
"2639","139","S4",46.57
"2640","140","S4",46.18
"2641","141","S4",44.9
"2642","142","S4",45.7
"2643","143","S4",46.05
"2644","144","S4",46.87
"2645","145","S4",45.41
"2646","146","S4",44.92
"2647","147","S4",46.31
"2648","148","S4",46.26
"2649","149","S4",46.39
"2650","150","S4",46.25
"2651","151","S4",46.75
"2652","152","S4",44.61
"2653","153","S4",46.6
"2654","154","S4",45.89
"2655","155","S4",45.99
"2656","156","S4",45.6
"2657","157","S4",46.02
"2658","158","S4",46.33
"2659","159","S4",46.3
"2660","160","S4",45.57
"2661","161","S4",46.86
"2662","162","S4",45.99
"2663","163","S4",46.04
"2664","164","S4",46.05
"2665","165","S4",45.44
"2666","166","S4",45.89
"2667","167","S4",46.17
"2668","168","S4",45.49
"2669","169","S4",46.15
"2670","170","S4",45.76
"2671","171","S4",45.33
"2672","172","S4",46.35
"2673","173","S4",46.6
"2674","174","S4",46.47
"2675","175","S4",45.41
"2676","176","S4",45.44
"2677","177","S4",46.76
"2678","178","S4",45.97
"2679","179","S4",46.26
"2680","180","S4",45.92
"2681","181","S4",46.42
"2682","182","S4",45.94
"2683","183","S4",45.95
"2684","184","S4",46.15
"2685","185","S4",45.95
"2686","186","S4",45.27
"2687","187","S4",46.44
"2688","188","S4",45.15
"2689","189","S4",45.68
"2690","190","S4",45.07
"2691","191","S4",46.21
"2692","192","S4",45.71
"2693","193","S4",44.95
"2694","194","S4",45.95
"2695","195","S4",46.19
"2696","196","S4",45.44
"2697","197","S4",46.72
"2698","198","S4",46.35
"2699","199","S4",44.66
"2700","200","S4",46.44
"2701","201","S4",45.98
"2702","202","S4",46.49
"2703","203","S4",45.95
"2704","204","S4",45.48
"2705","205","S4",46.15
"2706","206","S4",45.56
"2707","207","S4",46.7
"2708","208","S4",46.02
"2709","209","S4",46.08
"2710","210","S4",45.58
"2711","211","S4",46.02
"2712","212","S4",46.64
"2713","213","S4",45.01
"2714","214","S4",46.07
"2715","215","S4",46.07
"2716","216","S4",45.63
"2717","217","S4",45.45
"2718","218","S4",46.75
"2719","219","S4",46.58
"2720","220","S4",46.1
"2721","221","S4",44.7
"2722","222","S4",45.92
"2723","223","S4",45.15
"2724","224","S4",46.49
"2725","225","S4",46.82
"2726","226","S4",46.11
"2727","227","S4",45.14
"2728","228","S4",46.01
"2729","229","S4",45.35
"2730","230","S4",45.5
"2731","231","S4",45.8
"2732","232","S4",45.19
"2733","233","S4",45.7
"2734","234","S4",45.99
"2735","235","S4",45.46
"2736","236","S4",46.55
"2737","237","S4",45.46
"2738","238","S4",45.89
"2739","239","S4",45.81
"2740","240","S4",44.99
"2741","241","S4",46.23
"2742","242","S4",45.69
"2743","243","S4",45.28
"2744","244","S4",45.23
"2745","245","S4",46.24
"2746","246","S4",46.29
"2747","247","S4",45.69
"2748","248","S4",45.85
"2749","249","S4",46.04
"2750","250","S4",45.96
"2751","251","S4",45.31
"2752","252","S4",46.32
"2753","253","S4",46.25
"2754","254","S4",45.93
"2755","255","S4",46.15
"2756","256","S4",45.6
"2757","257","S4",45.55
"2758","258","S4",45.74
"2759","259","S4",45.54
"2760","260","S4",45.7
"2761","261","S4",44.96
"2762","262","S4",45.12
"2763","263","S4",45.07
"2764","264","S4",46.01
"2765","265","S4",46.73
"2766","266","S4",45.52
"2767","267","S4",45.64
"2768","268","S4",45.94
"2769","269","S4",46.45
"2770","270","S4",46.16
"2771","271","S4",45.79
"2772","272","S4",46
"2773","273","S4",45.71
"2774","274","S4",44.87
"2775","275","S4",45.83
"2776","276","S4",45.5
"2777","277","S4",46.3
"2778","278","S4",45.53
"2779","279","S4",46.16
"2780","280","S4",45.39
"2781","281","S4",45.63
"2782","282","S4",46.32
"2783","283","S4",45.39
"2784","284","S4",46.03
"2785","285","S4",45.82
"2786","286","S4",45.44
"2787","287","S4",46.28
"2788","288","S4",46.11
"2789","289","S4",47.03
"2790","290","S4",46.37
"2791","291","S4",46.17
"2792","292","S4",45.99
"2793","293","S4",45.81
"2794","294","S4",45.62
"2795","295","S4",45.64
"2796","296","S4",45.81
"2797","297","S4",45.35
"2798","298","S4",46.41
"2799","299","S4",46.05
"2800","300","S4",45.99
"2801","301","S4",45.47
"2802","302","S4",45.54
"2803","303","S4",46
"2804","304","S4",45.99
"2805","305","S4",45.42
"2806","306","S4",45.36
"2807","307","S4",45.5
"2808","308","S4",45.64
"2809","309","S4",45.58
"2810","310","S4",46.21
"2811","311","S4",45.88
"2812","312","S4",45.87
"2813","313","S4",45.64
"2814","314","S4",45.63
"2815","315","S4",46.25
"2816","316","S4",45.65
"2817","317","S4",46.36
"2818","318","S4",45.59
"2819","319","S4",44.95
"2820","320","S4",45.76
"2821","321","S4",46.98
"2822","322","S4",45.48
"2823","323","S4",45.54
"2824","324","S4",45.71
"2825","325","S4",45.81
"2826","326","S4",44.73
"2827","327","S4",45.94
"2828","328","S4",46.17
"2829","329","S4",45.79
"2830","330","S4",46.1
"2831","331","S4",46.44
"2832","332","S4",45.77
"2833","333","S4",44.96
"2834","334","S4",46.28
"2835","335","S4",45.66
"2836","336","S4",45.36
"2837","337","S4",46.01
"2838","338","S4",46.23
"2839","339","S4",46
"2840","340","S4",46.47
"2841","341","S4",45.55
"2842","342","S4",45.64
"2843","343","S4",45.88
"2844","344","S4",46.31
"2845","345","S4",45.55
"2846","346","S4",45.66
"2847","347","S4",46.71
"2848","348","S4",44.98
"2849","349","S4",46.19
"2850","350","S4",46.11
"2851","351","S4",45.41
"2852","352","S4",45.02
"2853","353","S4",46.24
"2854","354","S4",45.83
"2855","355","S4",45.45
"2856","356","S4",44.95
"2857","357","S4",45.77
"2858","358","S4",45.94
"2859","359","S4",45.29
"2860","360","S4",46.53
"2861","361","S4",45.83
"2862","362","S4",45.74
"2863","363","S4",46.08
"2864","364","S4",45.71
"2865","365","S4",45.83
"2866","366","S4",45.69
"2867","367","S4",45.4
"2868","368","S4",45.79
"2869","369","S4",46.62
"2870","370","S4",46.05
"2871","371","S4",45.05
"2872","372","S4",45.6
"2873","373","S4",45.99
"2874","374","S4",45.94
"2875","375","S4",46.44
"2876","376","S4",45.81
"2877","377","S4",45.35
"2878","378","S4",46.01
"2879","379","S4",45.93
"2880","380","S4",46.06
"2881","381","S4",46.6
"2882","382","S4",45.61
"2883","383","S4",46.1
"2884","384","S4",45.67
"2885","385","S4",45.99
"2886","386","S4",46.34
"2887","387","S4",45.92
"2888","388","S4",45.91
"2889","389","S4",46.73
"2890","390","S4",45.6
"2891","391","S4",45.7
"2892","392","S4",45.48
"2893","393","S4",46.32
"2894","394","S4",45.45
"2895","395","S4",46.98
"2896","396","S4",45.92
"2897","397","S4",45.6
"2898","398","S4",45.72
"2899","399","S4",45.94
"2900","400","S4",45.59
"2901","401","S4",46.01
"2902","402","S4",46.04
"2903","403","S4",45.66
"2904","404","S4",45.61
"2905","405","S4",46.32
"2906","406","S4",45.49
"2907","407","S4",45.84
"2908","408","S4",45.81
"2909","409","S4",46.37
"2910","410","S4",47.11
"2911","411","S4",44.93
"2912","412","S4",44.93
"2913","413","S4",45.82
"2914","414","S4",45.57
"2915","415","S4",45.48
"2916","416","S4",45.95
"2917","417","S4",45.12
"2918","418","S4",46.51
"2919","419","S4",45.52
"2920","420","S4",45.6
"2921","421","S4",45.88
"2922","422","S4",46.16
"2923","423","S4",45.92
"2924","424","S4",44.8
"2925","425","S4",45.2
"2926","426","S4",46.07
"2927","427","S4",45.51
"2928","428","S4",46.17
"2929","429","S4",46.37
"2930","430","S4",45.88
"2931","431","S4",46.2
"2932","432","S4",46.37
"2933","433","S4",45.4
"2934","434","S4",46.42
"2935","435","S4",46.14
"2936","436","S4",45.17
"2937","437","S4",46.22
"2938","438","S4",45.8
"2939","439","S4",46.71
"2940","440","S4",45.91
"2941","441","S4",46.65
"2942","442","S4",46.83
"2943","443","S4",45.16
"2944","444","S4",45.73
"2945","445","S4",45.96
"2946","446","S4",45.92
"2947","447","S4",45.01
"2948","448","S4",45.74
"2949","449","S4",46.1
"2950","450","S4",46.91
"2951","451","S4",45.49
"2952","452","S4",45.48
"2953","453","S4",45.58
"2954","454","S4",45.56
"2955","455","S4",45.85
"2956","456","S4",45.65
"2957","457","S4",45.34
"2958","458","S4",45.65
"2959","459","S4",45.69
"2960","460","S4",46.3
"2961","461","S4",45.56
"2962","462","S4",45.82
"2963","463","S4",46.06
"2964","464","S4",46.19
"2965","465","S4",46.18
"2966","466","S4",46.67
"2967","467","S4",45.86
"2968","468","S4",46.08
"2969","469","S4",47.2
"2970","470","S4",45.84
"2971","471","S4",45.57
"2972","472","S4",46.52
"2973","473","S4",46.24
"2974","474","S4",46.59
"2975","475","S4",46.01
"2976","476","S4",45.32
"2977","477","S4",45.21
"2978","478","S4",46.31
"2979","479","S4",45.62
"2980","480","S4",46.53
"2981","481","S4",46.09
"2982","482","S4",46.99
"2983","483","S4",45.93
"2984","484","S4",46.26
"2985","485","S4",45.69
"2986","486","S4",45.42
"2987","487","S4",46.91
"2988","488","S4",46.46
"2989","489","S4",45.26
"2990","490","S4",45.81
"2991","491","S4",46.86
"2992","492","S4",45.97
"2993","493","S4",45.9
"2994","494","S4",45.53
"2995","495","S4",46.02
"2996","496","S4",45.45
"2997","497","S4",46.23
"2998","498","S4",45.92
"2999","499","S4",46.25
"3000","500","S4",46.21
"3001","1","S5",46.22
"3002","2","S5",45.39
"3003","3","S5",46.34
"3004","4","S5",46.18
"3005","5","S5",45.36
"3006","6","S5",45.55
"3007","7","S5",45.11
"3008","8","S5",45.28
"3009","9","S5",45.55
"3010","10","S5",45.99
"3011","11","S5",45.3
"3012","12","S5",45.42
"3013","13","S5",45.3
"3014","14","S5",45.11
"3015","15","S5",45.87
"3016","16","S5",45.95
"3017","17","S5",45.66
"3018","18","S5",45.72
"3019","19","S5",46.08
"3020","20","S5",46.38
"3021","21","S5",45.66
"3022","22","S5",46.18
"3023","23","S5",45.96
"3024","24","S5",45.33
"3025","25","S5",46.29
"3026","26","S5",45.89
"3027","27","S5",46.02
"3028","28","S5",45.72
"3029","29","S5",46.13
"3030","30","S5",45.55
"3031","31","S5",45.56
"3032","32","S5",46.49
"3033","33","S5",45.71
"3034","34","S5",45.99
"3035","35","S5",45.56
"3036","36","S5",45.43
"3037","37","S5",45.72
"3038","38","S5",45.57
"3039","39","S5",45.72
"3040","40","S5",46.11
"3041","41","S5",46.57
"3042","42","S5",46.18
"3043","43","S5",45.62
"3044","44","S5",45.33
"3045","45","S5",45.94
"3046","46","S5",46.23
"3047","47","S5",45.49
"3048","48","S5",45.7
"3049","49","S5",45.75
"3050","50","S5",45.64
"3051","51","S5",45.67
"3052","52","S5",45.83
"3053","53","S5",46.77
"3054","54","S5",45.91
"3055","55","S5",45.45
"3056","56","S5",45.61
"3057","57","S5",46.12
"3058","58","S5",46.11
"3059","59","S5",45.17
"3060","60","S5",46.05
"3061","61","S5",45.62
"3062","62","S5",45.94
"3063","63","S5",45.38
"3064","64","S5",45.79
"3065","65","S5",46.04
"3066","66","S5",45.94
"3067","67","S5",46.15
"3068","68","S5",46.48
"3069","69","S5",45.72
"3070","70","S5",45.85
"3071","71","S5",45.24
"3072","72","S5",45.99
"3073","73","S5",46.82
"3074","74","S5",46.33
"3075","75","S5",46.05
"3076","76","S5",45.4
"3077","77","S5",46.14
"3078","78","S5",45.52
"3079","79","S5",46.19
"3080","80","S5",46.04
"3081","81","S5",46.6
"3082","82","S5",45.53
"3083","83","S5",45.29
"3084","84","S5",45.87
"3085","85","S5",46.09
"3086","86","S5",46.19
"3087","87","S5",46.19
"3088","88","S5",45.41
"3089","89","S5",45.59
"3090","90","S5",45.56
"3091","91","S5",45.7
"3092","92","S5",45.87
"3093","93","S5",45.14
"3094","94","S5",45.67
"3095","95","S5",45.95
"3096","96","S5",45.02
"3097","97","S5",45.51
"3098","98","S5",46.27
"3099","99","S5",45.53
"3100","100","S5",46.46
"3101","101","S5",45.32
"3102","102","S5",45.5
"3103","103","S5",45.53
"3104","104","S5",45.97
"3105","105","S5",45.52
"3106","106","S5",46.17
"3107","107","S5",46.3
"3108","108","S5",46.21
"3109","109","S5",46.13
"3110","110","S5",45.13
"3111","111","S5",45.85
"3112","112","S5",46.77
"3113","113","S5",46.82
"3114","114","S5",46.11
"3115","115","S5",45.93
"3116","116","S5",46.51
"3117","117","S5",44.74
"3118","118","S5",45.47
"3119","119","S5",46.36
"3120","120","S5",45.58
"3121","121","S5",45.55
"3122","122","S5",45.8
"3123","123","S5",45.51
"3124","124","S5",46.45
"3125","125","S5",46.09
"3126","126","S5",46.71
"3127","127","S5",46.94
"3128","128","S5",46.91
"3129","129","S5",46.17
"3130","130","S5",45.4
"3131","131","S5",45.56
"3132","132","S5",45.39
"3133","133","S5",46.6
"3134","134","S5",45.5
"3135","135","S5",46.3
"3136","136","S5",45.5
"3137","137","S5",46.62
"3138","138","S5",45.62
"3139","139","S5",45.99
"3140","140","S5",46.1
"3141","141","S5",45.36
"3142","142","S5",45.32
"3143","143","S5",45.77
"3144","144","S5",46.93
"3145","145","S5",45.37
"3146","146","S5",45.35
"3147","147","S5",46.37
"3148","148","S5",45.79
"3149","149","S5",46.21
"3150","150","S5",46.15
"3151","151","S5",46.05
"3152","152","S5",45.55
"3153","153","S5",46.33
"3154","154","S5",46.2
"3155","155","S5",45.53
"3156","156","S5",45.55
"3157","157","S5",46.49
"3158","158","S5",46.8
"3159","159","S5",46.43
"3160","160","S5",46.1
"3161","161","S5",46.96
"3162","162","S5",45.73
"3163","163","S5",46.22
"3164","164","S5",45.61
"3165","165","S5",45.69
"3166","166","S5",45.97
"3167","167","S5",45.85
"3168","168","S5",45.61
"3169","169","S5",46.46
"3170","170","S5",46.09
"3171","171","S5",45.81
"3172","172","S5",46.79
"3173","173","S5",46.82
"3174","174","S5",46.55
"3175","175","S5",45.72
"3176","176","S5",45.75
"3177","177","S5",47.16
"3178","178","S5",45.48
"3179","179","S5",46.94
"3180","180","S5",46.19
"3181","181","S5",46.3
"3182","182","S5",46.17
"3183","183","S5",45.69
"3184","184","S5",46.16
"3185","185","S5",45.41
"3186","186","S5",45.1
"3187","187","S5",46.45
"3188","188","S5",45.9
"3189","189","S5",45.68
"3190","190","S5",45.87
