"","ID","Scenario","elec.share"
"2146","146","S3a",1.32
"2147","147","S3a",1.32
"2148","148","S3a",1.3
"2149","149","S3a",1.22
"2150","150","S3a",1.33
"2151","151","S3a",1.31
"2152","152","S3a",1.43
"2153","153","S3a",1.44
"2154","154","S3a",1.43
"2155","155","S3a",1.32
"2156","156","S3a",1.22
"2157","157","S3a",1.28
"2158","158","S3a",1.31
"2159","159","S3a",1.2
"2160","160","S3a",1.43
"2161","161","S3a",1.27
"2162","162","S3a",1.31
"2163","163","S3a",1.31
"2164","164","S3a",1.49
"2165","165","S3a",1.49
"2166","166","S3a",1.11
"2167","167","S3a",1.39
"2168","168","S3a",1.44
"2169","169","S3a",1.29
"2170","170","S3a",1.47
"2171","171","S3a",1.21
"2172","172","S3a",1.22
"2173","173","S3a",1.22
"2174","174","S3a",1.46
"2175","175","S3a",1.29
"2176","176","S3a",1.31
"2177","177","S3a",1.53
"2178","178","S3a",1.3
"2179","179","S3a",1.45
"2180","180","S3a",1.41
"2181","181","S3a",1.19
"2182","182","S3a",1.35
"2183","183","S3a",1.35
"2184","184","S3a",1.25
"2185","185","S3a",1.36
"2186","186","S3a",1.54
"2187","187","S3a",1.33
"2188","188","S3a",1.18
"2189","189","S3a",1.31
"2190","190","S3a",1.33
"2191","191","S3a",1.17
"2192","192","S3a",1.19
"2193","193","S3a",1.16
"2194","194","S3a",1.35
"2195","195","S3a",1.4
"2196","196","S3a",1.47
"2197","197","S3a",1.22
"2198","198","S3a",1.41
"2199","199","S3a",1.62
"2200","200","S3a",1.13
"2201","201","S3a",1.29
"2202","202","S3a",1.33
"2203","203","S3a",1.39
"2204","204","S3a",1.36
"2205","205","S3a",1.29
"2206","206","S3a",1.13
"2207","207","S3a",1.35
"2208","208","S3a",1.21
"2209","209","S3a",1.4
"2210","210","S3a",1.36
"2211","211","S3a",1.38
"2212","212","S3a",1.51
"2213","213","S3a",1.49
"2214","214","S3a",1.26
"2215","215","S3a",1.19
"2216","216","S3a",1.18
"2217","217","S3a",1.46
"2218","218","S3a",1.25
"2219","219","S3a",1.37
"2220","220","S3a",1.35
"2221","221","S3a",1.55
"2222","222","S3a",1.37
"2223","223","S3a",1.54
"2224","224","S3a",1.2
"2225","225","S3a",1.36
"2226","226","S3a",1.26
"2227","227","S3a",1.33
"2228","228","S3a",1.25
"2229","229","S3a",1.29
"2230","230","S3a",1.29
"2231","231","S3a",1.27
"2232","232","S3a",1.34
"2233","233","S3a",1.33
"2234","234","S3a",1.57
"2235","235","S3a",1.29
"2236","236","S3a",1.12
"2237","237","S3a",1.34
"2238","238","S3a",1.18
"2239","239","S3a",1.4
"2240","240","S3a",1.28
"2241","241","S3a",1.19
"2242","242","S3a",1.3
"2243","243","S3a",1.4
"2244","244","S3a",1.31
"2245","245","S3a",1.11
"2246","246","S3a",1.38
"2247","247","S3a",1.46
"2248","248","S3a",1.27
"2249","249","S3a",1.3
"2250","250","S3a",1.41
"2251","251","S3a",1.27
"2252","252","S3a",1.31
"2253","253","S3a",1.49
"2254","254","S3a",1
"2255","255","S3a",1.27
"2256","256","S3a",1.42
"2257","257","S3a",1.18
"2258","258","S3a",1.35
"2259","259","S3a",1.35
"2260","260","S3a",1.34
"2261","261","S3a",1.26
"2262","262","S3a",1.35
"2263","263","S3a",1.49
"2264","264","S3a",1.28
"2265","265","S3a",1.26
"2266","266","S3a",1.29
"2267","267","S3a",1.29
"2268","268","S3a",1.31
"2269","269","S3a",1.17
"2270","270","S3a",1.36
"2271","271","S3a",1.19
"2272","272","S3a",1.29
"2273","273","S3a",1.18
"2274","274","S3a",1.32
"2275","275","S3a",1.2
"2276","276","S3a",1.24
"2277","277","S3a",1.41
"2278","278","S3a",1.5
"2279","279","S3a",1.23
"2280","280","S3a",1.41
"2281","281","S3a",1.31
"2282","282","S3a",1.39
"2283","283","S3a",1.25
"2284","284","S3a",1.49
"2285","285","S3a",1.16
"2286","286","S3a",1.22
"2287","287","S3a",1.21
"2288","288","S3a",1.31
"2289","289","S3a",1.22
"2290","290","S3a",1.24
"2291","291","S3a",1.28
"2292","292","S3a",1.13
"2293","293","S3a",1.23
"2294","294","S3a",1.32
"2295","295","S3a",1.46
"2296","296","S3a",1.28
"2297","297","S3a",1.3
"2298","298","S3a",1.4
"2299","299","S3a",1.29
"2300","300","S3a",1.47
"2301","301","S3a",1.46
"2302","302","S3a",1.51
"2303","303","S3a",1.46
"2304","304","S3a",1.39
"2305","305","S3a",1.32
"2306","306","S3a",1.38
"2307","307","S3a",1.21
"2308","308","S3a",1.25
"2309","309","S3a",1.12
"2310","310","S3a",1.43
"2311","311","S3a",1.26
"2312","312","S3a",1.39
"2313","313","S3a",1.41
"2314","314","S3a",1.26
"2315","315","S3a",1.3
"2316","316","S3a",1.27
"2317","317","S3a",1.43
"2318","318","S3a",1.2
"2319","319","S3a",1.18
"2320","320","S3a",1.39
"2321","321","S3a",1.04
"2322","322","S3a",1.27
"2323","323","S3a",1.32
"2324","324","S3a",1.51
"2325","325","S3a",1.65
"2326","326","S3a",1.23
"2327","327","S3a",1.16
"2328","328","S3a",1.19
"2329","329","S3a",1.36
"2330","330","S3a",1.25
"2331","331","S3a",1.42
"2332","332","S3a",1.12
"2333","333","S3a",1.48
"2334","334","S3a",1.3
"2335","335","S3a",1.25
"2336","336","S3a",1.26
"2337","337","S3a",1.37
"2338","338","S3a",1.31
"2339","339","S3a",1.33
"2340","340","S3a",1.4
"2341","341","S3a",1.36
"2342","342","S3a",1.3
"2343","343","S3a",1.39
"2344","344","S3a",1.35
"2345","345","S3a",1.23
"2346","346","S3a",1.25
"2347","347","S3a",1.18
"2348","348","S3a",1.23
"2349","349","S3a",1.48
"2350","350","S3a",1.2
"2351","351","S3a",1.4
"2352","352","S3a",1.41
"2353","353","S3a",1.09
"2354","354","S3a",1.49
"2355","355","S3a",1.3
"2356","356","S3a",1.34
"2357","357","S3a",1.38
"2358","358","S3a",1.3
"2359","359","S3a",1.3
"2360","360","S3a",1.14
"2361","361","S3a",1.56
"2362","362","S3a",1.11
"2363","363","S3a",1.1
"2364","364","S3a",1.51
"2365","365","S3a",1.29
"2366","366","S3a",1.39
"2367","367","S3a",1.44
"2368","368","S3a",1.45
"2369","369","S3a",1.48
"2370","370","S3a",1.29
"2371","371","S3a",1.37
"2372","372","S3a",1.45
"2373","373","S3a",1.43
"2374","374","S3a",1.39
"2375","375","S3a",1.27
"2376","376","S3a",1.4
"2377","377","S3a",1.33
"2378","378","S3a",1.09
"2379","379","S3a",1.26
"2380","380","S3a",1.24
"2381","381","S3a",1.49
"2382","382","S3a",1.34
"2383","383","S3a",1.1
"2384","384","S3a",1.42
"2385","385","S3a",1.34
"2386","386","S3a",1.2
"2387","387","S3a",1.45
"2388","388","S3a",1.31
"2389","389","S3a",1.39
"2390","390","S3a",1.62
"2391","391","S3a",1.16
"2392","392","S3a",1.4
"2393","393","S3a",1.34
"2394","394","S3a",1.5
"2395","395","S3a",1.43
"2396","396","S3a",1.36
"2397","397","S3a",1.33
"2398","398","S3a",1.33
"2399","399","S3a",1.26
"2400","400","S3a",1.3
"2401","401","S3a",1.34
"2402","402","S3a",1.2
"2403","403","S3a",1.35
"2404","404","S3a",1.29
"2405","405","S3a",1.11
"2406","406","S3a",1.19
"2407","407","S3a",1.22
"2408","408","S3a",1.3
"2409","409","S3a",1.26
"2410","410","S3a",1.31
"2411","411","S3a",1.29
"2412","412","S3a",1.28
"2413","413","S3a",1.21
"2414","414","S3a",1.55
"2415","415","S3a",1.41
"2416","416","S3a",1.3
"2417","417","S3a",1.43
"2418","418","S3a",1.53
"2419","419","S3a",1.26
"2420","420","S3a",1.42
"2421","421","S3a",1.51
"2422","422","S3a",1.3
"2423","423","S3a",1.39
"2424","424","S3a",1.27
"2425","425","S3a",1.44
"2426","426","S3a",1.02
"2427","427","S3a",1.13
"2428","428","S3a",1.53
"2429","429","S3a",1.23
"2430","430","S3a",1.17
"2431","431","S3a",1.34
"2432","432","S3a",1.35
"2433","433","S3a",1.38
"2434","434","S3a",1.27
"2435","435","S3a",1.36
"2436","436","S3a",1.45
"2437","437","S3a",1.39
"2438","438","S3a",1.34
"2439","439","S3a",1.27
"2440","440","S3a",1.6
"2441","441","S3a",1.23
"2442","442","S3a",1.37
"2443","443","S3a",1.42
"2444","444","S3a",1.31
"2445","445","S3a",1.15
"2446","446","S3a",1.31
"2447","447","S3a",1.39
"2448","448","S3a",1.41
"2449","449","S3a",1.19
"2450","450","S3a",1.38
"2451","451","S3a",1.19
"2452","452","S3a",1.34
"2453","453","S3a",1.39
"2454","454","S3a",1.12
"2455","455","S3a",1.25
"2456","456","S3a",1.13
"2457","457","S3a",1.34
"2458","458","S3a",1.3
"2459","459","S3a",1.41
"2460","460","S3a",1.42
"2461","461","S3a",1.56
"2462","462","S3a",1.22
"2463","463","S3a",1.27
"2464","464","S3a",1.5
"2465","465","S3a",1.38
"2466","466","S3a",1.28
"2467","467","S3a",0.98
"2468","468","S3a",1.13
"2469","469","S3a",1.55
"2470","470","S3a",1.18
"2471","471","S3a",1.26
"2472","472","S3a",1.27
"2473","473","S3a",1.21
"2474","474","S3a",1.41
"2475","475","S3a",1.1
"2476","476","S3a",1.35
"2477","477","S3a",1.06
"2478","478","S3a",1.16
"2479","479","S3a",1.31
"2480","480","S3a",1.43
"2481","481","S3a",1.51
"2482","482","S3a",1.32
"2483","483","S3a",1.35
"2484","484","S3a",1.27
"2485","485","S3a",1.27
"2486","486","S3a",1.44
"2487","487","S3a",1.46
"2488","488","S3a",1.39
"2489","489","S3a",1.34
"2490","490","S3a",1.28
"2491","491","S3a",1.38
"2492","492","S3a",1.38
"2493","493","S3a",1.23
"2494","494","S3a",1.29
"2495","495","S3a",1.47
"2496","496","S3a",1.31
"2497","497","S3a",1.41
"2498","498","S3a",1.31
"2499","499","S3a",1.17
"2500","500","S3a",1.32
"2501","1","S4",1.22
"2502","2","S4",1.25
"2503","3","S4",1.13
"2504","4","S4",1.05
"2505","5","S4",0.97
"2506","6","S4",1.04
"2507","7","S4",1.04
"2508","8","S4",0.96
"2509","9","S4",0.8
"2510","10","S4",1.03
"2511","11","S4",1.06
"2512","12","S4",1.02
"2513","13","S4",1.16
"2514","14","S4",1.06
"2515","15","S4",1.13
"2516","16","S4",1.05
"2517","17","S4",0.97
"2518","18","S4",1.15
"2519","19","S4",1
"2520","20","S4",0.88
"2521","21","S4",1.12
"2522","22","S4",0.96
"2523","23","S4",1.01
"2524","24","S4",1.01
"2525","25","S4",1.05
"2526","26","S4",0.96
"2527","27","S4",1.08
"2528","28","S4",1.07
"2529","29","S4",0.99
"2530","30","S4",0.89
"2531","31","S4",0.9
"2532","32","S4",1.07
"2533","33","S4",1.04
"2534","34","S4",1.21
"2535","35","S4",1.03
"2536","36","S4",1.02
"2537","37","S4",1.12
"2538","38","S4",1.1
"2539","39","S4",1.12
"2540","40","S4",1.07
"2541","41","S4",1.19
"2542","42","S4",1.18
"2543","43","S4",1.07
"2544","44","S4",1.13
"2545","45","S4",1.19
"2546","46","S4",0.88
"2547","47","S4",1.06
"2548","48","S4",1.07
"2549","49","S4",1.13
"2550","50","S4",0.97
"2551","51","S4",1.05
"2552","52","S4",1.05
"2553","53","S4",1.04
"2554","54","S4",1.25
"2555","55","S4",0.82
"2556","56","S4",1.12
"2557","57","S4",1.1
"2558","58","S4",1.08
"2559","59","S4",1.26
"2560","60","S4",1.01
"2561","61","S4",0.94
"2562","62","S4",0.99
"2563","63","S4",0.95
"2564","64","S4",1.14
"2565","65","S4",1.08
"2566","66","S4",0.9
"2567","67","S4",0.98
"2568","68","S4",1.02
"2569","69","S4",1.04
"2570","70","S4",1.15
"2571","71","S4",1.04
"2572","72","S4",0.94
"2573","73","S4",1.18
"2574","74","S4",1.05
"2575","75","S4",1.09
"2576","76","S4",1.31
"2577","77","S4",1.02
"2578","78","S4",1.07
"2579","79","S4",0.91
"2580","80","S4",0.89
"2581","81","S4",0.99
"2582","82","S4",1.11
"2583","83","S4",1.07
"2584","84","S4",1.11
"2585","85","S4",1.07
"2586","86","S4",1.25
"2587","87","S4",1.19
"2588","88","S4",0.97
"2589","89","S4",1.02
"2590","90","S4",1.02
"2591","91","S4",1.01
"2592","92","S4",1.04
"2593","93","S4",1.12
"2594","94","S4",1.11
"2595","95","S4",1.12
"2596","96","S4",1.03
"2597","97","S4",1.04
"2598","98","S4",1.01
"2599","99","S4",1.06
"2600","100","S4",1.05
"2601","101","S4",1.22
"2602","102","S4",1.11
"2603","103","S4",0.82
"2604","104","S4",1.08
"2605","105","S4",1.04
"2606","106","S4",1.18
"2607","107","S4",0.91
"2608","108","S4",1.21
"2609","109","S4",1.03
"2610","110","S4",1.06
"2611","111","S4",1.09
"2612","112","S4",1.04
"2613","113","S4",1.09
"2614","114","S4",1.17
"2615","115","S4",1.18
"2616","116","S4",1.14
"2617","117","S4",1.07
"2618","118","S4",0.99
"2619","119","S4",1.04
"2620","120","S4",0.92
"2621","121","S4",1.06
"2622","122","S4",1.08
"2623","123","S4",1.03
"2624","124","S4",1
"2625","125","S4",1.04
"2626","126","S4",0.99
"2627","127","S4",1.07
"2628","128","S4",1.08
"2629","129","S4",1.11
"2630","130","S4",1.03
"2631","131","S4",0.94
"2632","132","S4",1.03
"2633","133","S4",1.01
"2634","134","S4",1.01
"2635","135","S4",1.08
"2636","136","S4",1.02
"2637","137","S4",1.1
"2638","138","S4",1.09
"2639","139","S4",0.98
"2640","140","S4",1.05
"2641","141","S4",1.02
"2642","142","S4",0.88
"2643","143","S4",0.88
"2644","144","S4",0.94
"2645","145","S4",0.98
"2646","146","S4",1.13
"2647","147","S4",1.13
"2648","148","S4",1.1
"2649","149","S4",0.97
"2650","150","S4",1.21
"2651","151","S4",1.17
"2652","152","S4",1.07
"2653","153","S4",1.14
"2654","154","S4",1.15
"2655","155","S4",1.1
"2656","156","S4",0.93
"2657","157","S4",1.08
"2658","158","S4",1
"2659","159","S4",0.92
"2660","160","S4",1.1
"2661","161","S4",1.04
"2662","162","S4",1.21
"2663","163","S4",1.02
"2664","164","S4",1.1
"2665","165","S4",1.14
"2666","166","S4",0.78
"2667","167","S4",1.16
"2668","168","S4",1.11
"2669","169","S4",1.13
"2670","170","S4",1.06
"2671","171","S4",0.89
"2672","172","S4",0.9
"2673","173","S4",1.09
"2674","174","S4",1.17
"2675","175","S4",0.99
"2676","176","S4",1.04
"2677","177","S4",1.2
"2678","178","S4",0.99
"2679","179","S4",1.14
"2680","180","S4",1.11
"2681","181","S4",0.98
"2682","182","S4",1.02
"2683","183","S4",1.12
"2684","184","S4",0.95
"2685","185","S4",1.17
"2686","186","S4",1.23
"2687","187","S4",0.99
"2688","188","S4",0.97
"2689","189","S4",1.05
"2690","190","S4",1.02
"2691","191","S4",0.93
"2692","192","S4",1.03
"2693","193","S4",1
"2694","194","S4",1.11
"2695","195","S4",1.08
"2696","196","S4",1.05
"2697","197","S4",0.98
"2698","198","S4",1.02
"2699","199","S4",1.32
"2700","200","S4",0.94
"2701","201","S4",1.02
"2702","202","S4",1.13
"2703","203","S4",1.18
"2704","204","S4",1.08
"2705","205","S4",0.92
"2706","206","S4",0.94
"2707","207","S4",1
"2708","208","S4",1.12
"2709","209","S4",0.98
"2710","210","S4",1.01
"2711","211","S4",1.09
"2712","212","S4",1.19
"2713","213","S4",1.2
"2714","214","S4",1.06
"2715","215","S4",0.99
"2716","216","S4",0.85
"2717","217","S4",1.19
"2718","218","S4",1.03
"2719","219","S4",1.08
"2720","220","S4",1.06
"2721","221","S4",1.14
"2722","222","S4",1.01
"2723","223","S4",1.1
"2724","224","S4",1
"2725","225","S4",1.12
"2726","226","S4",0.99
"2727","227","S4",0.95
"2728","228","S4",1.05
"2729","229","S4",1.02
"2730","230","S4",1.1
"2731","231","S4",1.04
"2732","232","S4",1.01
"2733","233","S4",1.09
"2734","234","S4",1.27
"2735","235","S4",0.99
"2736","236","S4",1.02
"2737","237","S4",1.23
"2738","238","S4",1.08
"2739","239","S4",1.09
"2740","240","S4",1.15
"2741","241","S4",0.98
"2742","242","S4",1.15
"2743","243","S4",1.05
"2744","244","S4",0.98
"2745","245","S4",0.89
"2746","246","S4",1.09
"2747","247","S4",1.06
"2748","248","S4",1.02
"2749","249","S4",1.16
"2750","250","S4",1.17
"2751","251","S4",1.06
"2752","252","S4",0.95
"2753","253","S4",1.23
"2754","254","S4",0.79
"2755","255","S4",1.01
"2756","256","S4",1.07
"2757","257","S4",1.06
"2758","258","S4",1.02
"2759","259","S4",1.16
"2760","260","S4",1.12
"2761","261","S4",0.99
"2762","262","S4",1.18
"2763","263","S4",1.14
"2764","264","S4",1.06
"2765","265","S4",1.01
"2766","266","S4",0.83
"2767","267","S4",1.01
"2768","268","S4",1.02
"2769","269","S4",0.92
"2770","270","S4",1.1
"2771","271","S4",1.05
"2772","272","S4",1.05
"2773","273","S4",0.95
"2774","274","S4",1.06
"2775","275","S4",0.98
"2776","276","S4",1.05
"2777","277","S4",1.1
"2778","278","S4",1.2
"2779","279","S4",0.94
"2780","280","S4",1.13
"2781","281","S4",0.93
"2782","282","S4",1.11
"2783","283","S4",1.14
"2784","284","S4",1.09
"2785","285","S4",0.97
"2786","286","S4",0.91
"2787","287","S4",0.98
"2788","288","S4",0.98
"2789","289","S4",1
"2790","290","S4",1.01
"2791","291","S4",1.09
"2792","292","S4",0.86
"2793","293","S4",0.96
"2794","294","S4",0.99
"2795","295","S4",1.08
"2796","296","S4",0.95
"2797","297","S4",0.97
"2798","298","S4",1.11
"2799","299","S4",1.02
"2800","300","S4",1.12
"2801","301","S4",1.22
"2802","302","S4",1.16
"2803","303","S4",1.12
"2804","304","S4",1
"2805","305","S4",1.07
"2806","306","S4",1.12
"2807","307","S4",1.03
"2808","308","S4",0.86
"2809","309","S4",1.02
"2810","310","S4",1.1
"2811","311","S4",0.88
"2812","312","S4",1.11
"2813","313","S4",1.08
"2814","314","S4",1.02
"2815","315","S4",1.02
"2816","316","S4",1.01
"2817","317","S4",1.14
"2818","318","S4",0.89
"2819","319","S4",0.95
"2820","320","S4",1.23
"2821","321","S4",0.96
"2822","322","S4",0.93
"2823","323","S4",1.09
"2824","324","S4",1.19
"2825","325","S4",1.19
"2826","326","S4",0.9
"2827","327","S4",0.97
"2828","328","S4",1.02
"2829","329","S4",1.08
"2830","330","S4",1.02
"2831","331","S4",1.21
"2832","332","S4",0.98
"2833","333","S4",1.17
"2834","334","S4",1.06
"2835","335","S4",1.04
"2836","336","S4",1.04
"2837","337","S4",1.11
"2838","338","S4",1.04
"2839","339","S4",1.14
"2840","340","S4",1.01
"2841","341","S4",1.04
"2842","342","S4",1.1
"2843","343","S4",1.19
"2844","344","S4",1.01
"2845","345","S4",0.93
"2846","346","S4",0.87
"2847","347","S4",1.15
"2848","348","S4",0.95
"2849","349","S4",1.09
"2850","350","S4",0.92
"2851","351","S4",0.96
"2852","352","S4",1.09
"2853","353","S4",0.82
"2854","354","S4",1.1
"2855","355","S4",1.02
"2856","356","S4",1.01
"2857","357","S4",1.11
"2858","358","S4",1.03
"2859","359","S4",1.08
"2860","360","S4",0.93
"2861","361","S4",1.12
"2862","362","S4",0.95
"2863","363","S4",0.98
"2864","364","S4",1.2
"2865","365","S4",1.11
"2866","366","S4",1.12
"2867","367","S4",1.15
"2868","368","S4",0.97
"2869","369","S4",1.13
"2870","370","S4",1.13
"2871","371","S4",1.01
"2872","372","S4",1
"2873","373","S4",1.13
"2874","374","S4",1.13
"2875","375","S4",1.01
"2876","376","S4",1.1
"2877","377","S4",0.95
"2878","378","S4",0.84
"2879","379","S4",1.03
"2880","380","S4",1.05
"2881","381","S4",1.1
"2882","382","S4",1.05
"2883","383","S4",0.9
"2884","384","S4",1.07
"2885","385","S4",0.92
"2886","386","S4",0.99
"2887","387","S4",1.15
"2888","388","S4",1.02
"2889","389","S4",1.11
"2890","390","S4",1.39
"2891","391","S4",0.92
"2892","392","S4",1.17
"2893","393","S4",1.03
"2894","394","S4",1.15
"2895","395","S4",1.14
"2896","396","S4",1.14
"2897","397","S4",1.05
"2898","398","S4",1.01
"2899","399","S4",0.99
"2900","400","S4",1.08
"2901","401","S4",1.15
"2902","402","S4",0.9
"2903","403","S4",1.06
"2904","404","S4",0.93
"2905","405","S4",0.87
"2906","406","S4",0.92
"2907","407","S4",0.98
"2908","408","S4",1.11
"2909","409","S4",0.92
"2910","410","S4",1.1
"2911","411","S4",0.91
"2912","412","S4",0.93
"2913","413","S4",0.86
"2914","414","S4",1.17
"2915","415","S4",1.17
"2916","416","S4",1.02
"2917","417","S4",1.15
"2918","418","S4",1.11
"2919","419","S4",0.95
"2920","420","S4",1.12
"2921","421","S4",1.3
"2922","422","S4",1.01
"2923","423","S4",1.07
"2924","424","S4",1.09
"2925","425","S4",1.1
"2926","426","S4",0.76
"2927","427","S4",0.9
"2928","428","S4",1.18
"2929","429","S4",1.03
"2930","430","S4",0.99
"2931","431","S4",1.1
"2932","432","S4",1
"2933","433","S4",1.09
"2934","434","S4",0.9
"2935","435","S4",1.1
"2936","436","S4",1.13
"2937","437","S4",1.19
"2938","438","S4",1.08
"2939","439","S4",1.03
"2940","440","S4",1.14
"2941","441","S4",1.01
"2942","442","S4",1.07
"2943","443","S4",1.1
"2944","444","S4",1.12
"2945","445","S4",0.83
"2946","446","S4",0.96
"2947","447","S4",1.04
"2948","448","S4",1.06
"2949","449","S4",0.93
"2950","450","S4",1.2
"2951","451","S4",0.99
"2952","452","S4",1.19
"2953","453","S4",1
"2954","454","S4",0.96
"2955","455","S4",0.95
"2956","456","S4",1.01
"2957","457","S4",1.11
"2958","458","S4",0.99
"2959","459","S4",1.24
"2960","460","S4",1.19
"2961","461","S4",1.14
"2962","462","S4",1.01
"2963","463","S4",0.86
"2964","464","S4",1.14
"2965","465","S4",1.05
"2966","466","S4",0.96
"2967","467","S4",0.89
"2968","468","S4",0.86
"2969","469","S4",1.25
"2970","470","S4",0.85
"2971","471","S4",1.09
"2972","472","S4",0.97
"2973","473","S4",0.96
"2974","474","S4",1.15
"2975","475","S4",0.93
"2976","476","S4",0.98
"2977","477","S4",0.91
"2978","478","S4",0.86
"2979","479","S4",1.07
"2980","480","S4",1.01
"2981","481","S4",1.17
"2982","482","S4",1.12
"2983","483","S4",1.02
"2984","484","S4",0.92
"2985","485","S4",0.97
"2986","486","S4",1.14
"2987","487","S4",1.27
"2988","488","S4",1.11
"2989","489","S4",1.21
"2990","490","S4",1.08
"2991","491","S4",1.09
"2992","492","S4",1.05
"2993","493","S4",0.96
"2994","494","S4",1.22
"2995","495","S4",1.02
"2996","496","S4",1
"2997","497","S4",1.05
"2998","498","S4",1.05
"2999","499","S4",0.85
"3000","500","S4",1.04
"3001","1","S5",0.92
"3002","2","S5",1.3
"3003","3","S5",1.14
"3004","4","S5",1.15
"3005","5","S5",1.3
"3006","6","S5",1.19
"3007","7","S5",1.17
"3008","8","S5",1.37
"3009","9","S5",1.21
"3010","10","S5",1.17
"3011","11","S5",1.36
"3012","12","S5",1.09
"3013","13","S5",1.12
"3014","14","S5",1.16
"3015","15","S5",1.21
"3016","16","S5",1.1
"3017","17","S5",1.11
"3018","18","S5",1.24
"3019","19","S5",1.14
"3020","20","S5",1.04
"3021","21","S5",1.27
"3022","22","S5",1.24
"3023","23","S5",1.16
"3024","24","S5",1.33
"3025","25","S5",1.25
"3026","26","S5",1.06
"3027","27","S5",1.33
"3028","28","S5",1.11
"3029","29","S5",1.16
"3030","30","S5",1.13
"3031","31","S5",1.09
"3032","32","S5",1.22
"3033","33","S5",1.06
"3034","34","S5",0.98
"3035","35","S5",1.08
"3036","36","S5",1.17
"3037","37","S5",1.21
"3038","38","S5",1.19
"3039","39","S5",1.22
"3040","40","S5",1.18
"3041","41","S5",1.23
"3042","42","S5",1.23
"3043","43","S5",1.28
"3044","44","S5",1.23
"3045","45","S5",1.26
"3046","46","S5",1.13
"3047","47","S5",1.17
"3048","48","S5",1.15
"3049","49","S5",1.07
"3050","50","S5",1.03
"3051","51","S5",1.2
"3052","52","S5",1.17
"3053","53","S5",1.06
"3054","54","S5",1.15
"3055","55","S5",0.92
"3056","56","S5",1.2
"3057","57","S5",1.09
"3058","58","S5",1.16
"3059","59","S5",1.2
"3060","60","S5",1
"3061","61","S5",1.29
"3062","62","S5",1.05
"3063","63","S5",1.34
"3064","64","S5",1.2
"3065","65","S5",0.99
"3066","66","S5",0.99
"3067","67","S5",1.04
"3068","68","S5",1.25
"3069","69","S5",1.11
"3070","70","S5",1.14
"3071","71","S5",1.17
"3072","72","S5",1.17
"3073","73","S5",1.32
"3074","74","S5",1.17
"3075","75","S5",1.18
"3076","76","S5",1.14
"3077","77","S5",1.08
"3078","78","S5",1.22
"3079","79","S5",1.26
"3080","80","S5",1.07
"3081","81","S5",0.99
"3082","82","S5",1.23
"3083","83","S5",1.04
"3084","84","S5",1.16
"3085","85","S5",1.18
"3086","86","S5",1.09
"3087","87","S5",1.34
"3088","88","S5",1.17
"3089","89","S5",1.3
"3090","90","S5",1.27
"3091","91","S5",1.32
"3092","92","S5",1.16
"3093","93","S5",1.13
"3094","94","S5",1.37
"3095","95","S5",1.3
"3096","96","S5",1.14
"3097","97","S5",1.01
"3098","98","S5",1.09
"3099","99","S5",1.18
"3100","100","S5",1.13
"3101","101","S5",1.2
"3102","102","S5",1.17
"3103","103","S5",1.25
"3104","104","S5",1.14
"3105","105","S5",1.52
"3106","106","S5",1.23
"3107","107","S5",1.16
"3108","108","S5",1.11
"3109","109","S5",1.05
"3110","110","S5",1.34
"3111","111","S5",1.25
"3112","112","S5",1.22
"3113","113","S5",0.99
"3114","114","S5",1.29
"3115","115","S5",1.19
"3116","116","S5",1.16
"3117","117","S5",1.24
"3118","118","S5",1.36
"3119","119","S5",1.11
"3120","120","S5",1.16
"3121","121","S5",1.22
"3122","122","S5",1.22
"3123","123","S5",1.2
"3124","124","S5",1.17
"3125","125","S5",1.13
"3126","126","S5",1.17
"3127","127","S5",1.06
"3128","128","S5",1.14
"3129","129","S5",1.08
"3130","130","S5",1.2
"3131","131","S5",1.07
"3132","132","S5",1.27
"3133","133","S5",1.05
"3134","134","S5",1.21
"3135","135","S5",1.18
"3136","136","S5",1.11
"3137","137","S5",1.15
"3138","138","S5",1.31
"3139","139","S5",1.2
"3140","140","S5",1.09
"3141","141","S5",1.31
"3142","142","S5",1.15
"3143","143","S5",1.08
"3144","144","S5",1.12
"3145","145","S5",1.2
"3146","146","S5",1.1
"3147","147","S5",1.09
"3148","148","S5",0.97
"3149","149","S5",1.11
"3150","150","S5",1.01
"3151","151","S5",1.07
"3152","152","S5",1.15
"3153","153","S5",1.17
"3154","154","S5",1.21
"3155","155","S5",1.3
"3156","156","S5",1.11
"3157","157","S5",0.98
"3158","158","S5",1.12
"3159","159","S5",1.14
"3160","160","S5",1.16
"3161","161","S5",1.15
"3162","162","S5",1.3
"3163","163","S5",1.34
"3164","164","S5",1.23
"3165","165","S5",1.1
"3166","166","S5",1.1
"3167","167","S5",1.22
"3168","168","S5",1.06
"3169","169","S5",1.1
"3170","170","S5",1.17
"3171","171","S5",0.98
"3172","172","S5",1.13
"3173","173","S5",1.07
"3174","174","S5",1.25
"3175","175","S5",1.02
"3176","176","S5",1.16
"3177","177","S5",1.1
"3178","178","S5",1.01
"3179","179","S5",1.27
"3180","180","S5",1.16
"3181","181","S5",0.91
"3182","182","S5",1.2
"3183","183","S5",1.35
"3184","184","S5",1.22
"3185","185","S5",1.16
"3186","186","S5",0.88
"3187","187","S5",1.24
"3188","188","S5",1.13
"3189","189","S5",1.17
"3190","190","S5",1.09
"3191","191","S5",1.14
"3192","192","S5",1.08
"3193","193","S5",1.11
"3194","194","S5",1.43
"3195","195","S5",1.25
