"","ID","Scenario","car.share"
"2144","144","S3a",38.02
"2145","145","S3a",39.28
"2146","146","S3a",39.1
"2147","147","S3a",38.09
"2148","148","S3a",38.54
"2149","149","S3a",37.67
"2150","150","S3a",38.17
"2151","151","S3a",37.55
"2152","152","S3a",39.63
"2153","153","S3a",37.57
"2154","154","S3a",37.86
"2155","155","S3a",38.68
"2156","156","S3a",39.27
"2157","157","S3a",38.3
"2158","158","S3a",38
"2159","159","S3a",37.99
"2160","160","S3a",38.31
"2161","161","S3a",38.33
"2162","162","S3a",38.72
"2163","163","S3a",38.15
"2164","164","S3a",38.09
"2165","165","S3a",38.69
"2166","166","S3a",38.42
"2167","167","S3a",37.75
"2168","168","S3a",38.72
"2169","169","S3a",38.26
"2170","170","S3a",39.25
"2171","171","S3a",38.44
"2172","172","S3a",38.6
"2173","173","S3a",38.49
"2174","174","S3a",37.46
"2175","175","S3a",38.82
"2176","176","S3a",38.51
"2177","177","S3a",37.21
"2178","178","S3a",38.87
"2179","179","S3a",37.86
"2180","180","S3a",38.58
"2181","181","S3a",38.15
"2182","182","S3a",37.98
"2183","183","S3a",39.02
"2184","184","S3a",38.46
"2185","185","S3a",38.42
"2186","186","S3a",39.18
"2187","187","S3a",38.36
"2188","188","S3a",39.13
"2189","189","S3a",38.65
"2190","190","S3a",38.25
"2191","191","S3a",38.61
"2192","192","S3a",38.86
"2193","193","S3a",39.3
"2194","194","S3a",38.32
"2195","195","S3a",38.33
"2196","196","S3a",38.73
"2197","197","S3a",38.02
"2198","198","S3a",38.84
"2199","199","S3a",39.97
"2200","200","S3a",38
"2201","201","S3a",38.15
"2202","202","S3a",37.35
"2203","203","S3a",38.58
"2204","204","S3a",39.15
"2205","205","S3a",37.62
"2206","206","S3a",39.22
"2207","207","S3a",38.23
"2208","208","S3a",38.51
"2209","209","S3a",38.38
"2210","210","S3a",38.47
"2211","211","S3a",38.73
"2212","212","S3a",37.45
"2213","213","S3a",38.7
"2214","214","S3a",38.21
"2215","215","S3a",38.6
"2216","216","S3a",39.13
"2217","217","S3a",39.21
"2218","218","S3a",38.12
"2219","219","S3a",37.85
"2220","220","S3a",38.41
"2221","221","S3a",38.82
"2222","222","S3a",38.07
"2223","223","S3a",38.5
"2224","224","S3a",37.96
"2225","225","S3a",37.34
"2226","226","S3a",38.27
"2227","227","S3a",38.48
"2228","228","S3a",38.65
"2229","229","S3a",38.68
"2230","230","S3a",38.74
"2231","231","S3a",38.28
"2232","232","S3a",39.27
"2233","233","S3a",38.95
"2234","234","S3a",38.14
"2235","235","S3a",38.89
"2236","236","S3a",38.16
"2237","237","S3a",39.27
"2238","238","S3a",39.13
"2239","239","S3a",38.79
"2240","240","S3a",38.89
"2241","241","S3a",38.35
"2242","242","S3a",39.19
"2243","243","S3a",38.67
"2244","244","S3a",38.97
"2245","245","S3a",38.59
"2246","246","S3a",38.35
"2247","247","S3a",38.87
"2248","248","S3a",39.17
"2249","249","S3a",37.68
"2250","250","S3a",38.58
"2251","251","S3a",38.99
"2252","252","S3a",37.99
"2253","253","S3a",38.27
"2254","254","S3a",39.18
"2255","255","S3a",39.1
"2256","256","S3a",38.46
"2257","257","S3a",38.4
"2258","258","S3a",39.08
"2259","259","S3a",38.77
"2260","260","S3a",38.25
"2261","261","S3a",40.08
"2262","262","S3a",38.92
"2263","263","S3a",38.77
"2264","264","S3a",38.34
"2265","265","S3a",37.73
"2266","266","S3a",39
"2267","267","S3a",39.13
"2268","268","S3a",38.24
"2269","269","S3a",37.62
"2270","270","S3a",38.87
"2271","271","S3a",38.84
"2272","272","S3a",38.63
"2273","273","S3a",38.12
"2274","274","S3a",38.97
"2275","275","S3a",39.07
"2276","276","S3a",39.26
"2277","277","S3a",38.43
"2278","278","S3a",38.78
"2279","279","S3a",37.97
"2280","280","S3a",38.51
"2281","281","S3a",38.01
"2282","282","S3a",38
"2283","283","S3a",38.76
"2284","284","S3a",38.28
"2285","285","S3a",38.74
"2286","286","S3a",39.55
"2287","287","S3a",38.3
"2288","288","S3a",38.27
"2289","289","S3a",37.54
"2290","290","S3a",37.98
"2291","291","S3a",38.67
"2292","292","S3a",38.9
"2293","293","S3a",38.82
"2294","294","S3a",38.59
"2295","295","S3a",38.68
"2296","296","S3a",37.82
"2297","297","S3a",38.98
"2298","298","S3a",38.53
"2299","299","S3a",38.12
"2300","300","S3a",38.53
"2301","301","S3a",38.73
"2302","302","S3a",38.57
"2303","303","S3a",38.91
"2304","304","S3a",37.99
"2305","305","S3a",38.52
"2306","306","S3a",38.58
"2307","307","S3a",38.59
"2308","308","S3a",38.2
"2309","309","S3a",38.53
"2310","310","S3a",38.09
"2311","311","S3a",38.19
"2312","312","S3a",38.68
"2313","313","S3a",38.18
"2314","314","S3a",38.94
"2315","315","S3a",38.51
"2316","316","S3a",38.63
"2317","317","S3a",38.33
"2318","318","S3a",39.04
"2319","319","S3a",39.95
"2320","320","S3a",38.65
"2321","321","S3a",38.06
"2322","322","S3a",38.96
"2323","323","S3a",38.68
"2324","324","S3a",38.62
"2325","325","S3a",37.94
"2326","326","S3a",39.3
"2327","327","S3a",38.78
"2328","328","S3a",38.47
"2329","329","S3a",38.63
"2330","330","S3a",38.12
"2331","331","S3a",38.13
"2332","332","S3a",37.9
"2333","333","S3a",39.1
"2334","334","S3a",37.68
"2335","335","S3a",38.68
"2336","336","S3a",38.9
"2337","337","S3a",37.95
"2338","338","S3a",37.98
"2339","339","S3a",39.07
"2340","340","S3a",38.36
"2341","341","S3a",38.65
"2342","342","S3a",39.28
"2343","343","S3a",38.95
"2344","344","S3a",38.56
"2345","345","S3a",38.94
"2346","346","S3a",38.23
"2347","347","S3a",38
"2348","348","S3a",39.08
"2349","349","S3a",38.4
"2350","350","S3a",38.77
"2351","351","S3a",39.02
"2352","352","S3a",38.74
"2353","353","S3a",38.49
"2354","354","S3a",38.78
"2355","355","S3a",38.66
"2356","356","S3a",38.6
"2357","357","S3a",38.28
"2358","358","S3a",37.93
"2359","359","S3a",39.12
"2360","360","S3a",38.46
"2361","361","S3a",38.48
"2362","362","S3a",38.36
"2363","363","S3a",38.36
"2364","364","S3a",38.01
"2365","365","S3a",39.01
"2366","366","S3a",38.25
"2367","367","S3a",38.25
"2368","368","S3a",38.54
"2369","369","S3a",37.28
"2370","370","S3a",38.62
"2371","371","S3a",38.94
"2372","372","S3a",38.91
"2373","373","S3a",37.9
"2374","374","S3a",38.24
"2375","375","S3a",37.9
"2376","376","S3a",38.73
"2377","377","S3a",38.83
"2378","378","S3a",38.81
"2379","379","S3a",38.87
"2380","380","S3a",38.15
"2381","381","S3a",37.56
"2382","382","S3a",38.54
"2383","383","S3a",38.24
"2384","384","S3a",38.63
"2385","385","S3a",38.98
"2386","386","S3a",38.02
"2387","387","S3a",38.25
"2388","388","S3a",38.67
"2389","389","S3a",37.71
"2390","390","S3a",38.09
"2391","391","S3a",37.98
"2392","392","S3a",39.02
"2393","393","S3a",37.89
"2394","394","S3a",38.72
"2395","395","S3a",38.09
"2396","396","S3a",38.59
"2397","397","S3a",38.86
"2398","398","S3a",38.73
"2399","399","S3a",38.29
"2400","400","S3a",38.57
"2401","401","S3a",38.71
"2402","402","S3a",38.97
"2403","403","S3a",38.74
"2404","404","S3a",39.27
"2405","405","S3a",38.02
"2406","406","S3a",39.15
"2407","407","S3a",38.8
"2408","408","S3a",38.82
"2409","409","S3a",37.73
"2410","410","S3a",37.35
"2411","411","S3a",39.48
"2412","412","S3a",39.11
"2413","413","S3a",38.41
"2414","414","S3a",38.69
"2415","415","S3a",38.7
"2416","416","S3a",38.8
"2417","417","S3a",39.27
"2418","418","S3a",37.55
"2419","419","S3a",39.15
"2420","420","S3a",39.38
"2421","421","S3a",37.89
"2422","422","S3a",38.08
"2423","423","S3a",38.26
"2424","424","S3a",39.32
"2425","425","S3a",39.37
"2426","426","S3a",38.27
"2427","427","S3a",39.45
"2428","428","S3a",38.21
"2429","429","S3a",38.3
"2430","430","S3a",38.09
"2431","431","S3a",38.05
"2432","432","S3a",38.61
"2433","433","S3a",38.44
"2434","434","S3a",37.89
"2435","435","S3a",38.15
"2436","436","S3a",38.51
"2437","437","S3a",37.84
"2438","438","S3a",39.01
"2439","439","S3a",37.84
"2440","440","S3a",38.85
"2441","441","S3a",38.34
"2442","442","S3a",37.41
"2443","443","S3a",39.31
"2444","444","S3a",38.63
"2445","445","S3a",38.7
"2446","446","S3a",38.65
"2447","447","S3a",39.05
"2448","448","S3a",38.73
"2449","449","S3a",38.28
"2450","450","S3a",37.81
"2451","451","S3a",39.03
"2452","452","S3a",38.28
"2453","453","S3a",38.74
"2454","454","S3a",39.02
"2455","455","S3a",38.51
"2456","456","S3a",39.13
"2457","457","S3a",38.89
"2458","458","S3a",39.26
"2459","459","S3a",38.22
"2460","460","S3a",38.11
"2461","461","S3a",38.58
"2462","462","S3a",39.18
"2463","463","S3a",38.83
"2464","464","S3a",38.05
"2465","465","S3a",38.31
"2466","466","S3a",38.11
"2467","467","S3a",38.97
"2468","468","S3a",38.34
"2469","469","S3a",37.77
"2470","470","S3a",38.86
"2471","471","S3a",38.87
"2472","472","S3a",38.36
"2473","473","S3a",38.78
"2474","474","S3a",38.41
"2475","475","S3a",38.26
"2476","476","S3a",39.28
"2477","477","S3a",39.11
"2478","478","S3a",38.36
"2479","479","S3a",39.07
"2480","480","S3a",37.41
"2481","481","S3a",38.06
"2482","482","S3a",37.41
"2483","483","S3a",38.33
"2484","484","S3a",38.42
"2485","485","S3a",38.9
"2486","486","S3a",39.17
"2487","487","S3a",37.53
"2488","488","S3a",38.04
"2489","489","S3a",38.54
"2490","490","S3a",39.02
"2491","491","S3a",38.14
"2492","492","S3a",38.38
"2493","493","S3a",38.86
"2494","494","S3a",39.02
"2495","495","S3a",37.94
"2496","496","S3a",38.69
"2497","497","S3a",38.28
"2498","498","S3a",38.76
"2499","499","S3a",38.26
"2500","500","S3a",37.86
"2501","1","S4",39.09
"2502","2","S4",38.86
"2503","3","S4",38.63
"2504","4","S4",37.77
"2505","5","S4",38.76
"2506","6","S4",39.01
"2507","7","S4",39.03
"2508","8","S4",38.94
"2509","9","S4",39.33
"2510","10","S4",39.05
"2511","11","S4",39.87
"2512","12","S4",39.5
"2513","13","S4",39.68
"2514","14","S4",39.34
"2515","15","S4",39.31
"2516","16","S4",39.67
"2517","17","S4",38.73
"2518","18","S4",39.27
"2519","19","S4",38.92
"2520","20","S4",39.71
"2521","21","S4",39.57
"2522","22","S4",39.39
"2523","23","S4",40.15
"2524","24","S4",39.37
"2525","25","S4",38.87
"2526","26","S4",39.3
"2527","27","S4",38.42
"2528","28","S4",38.73
"2529","29","S4",39.55
"2530","30","S4",38.98
"2531","31","S4",39.39
"2532","32","S4",38.93
"2533","33","S4",39.11
"2534","34","S4",39.12
"2535","35","S4",39.7
"2536","36","S4",39.51
"2537","37","S4",38.56
"2538","38","S4",39.39
"2539","39","S4",39
"2540","40","S4",38.44
"2541","41","S4",38.1
"2542","42","S4",38.94
"2543","43","S4",38.69
"2544","44","S4",39.03
"2545","45","S4",38.72
"2546","46","S4",39.19
"2547","47","S4",39.62
"2548","48","S4",39.25
"2549","49","S4",39.99
"2550","50","S4",39.36
"2551","51","S4",38.71
"2552","52","S4",39.32
"2553","53","S4",38.27
"2554","54","S4",38.85
"2555","55","S4",39.08
"2556","56","S4",39.23
"2557","57","S4",38.3
"2558","58","S4",38.94
"2559","59","S4",38.44
"2560","60","S4",38.79
"2561","61","S4",39.11
"2562","62","S4",38.76
"2563","63","S4",39.19
"2564","64","S4",40.09
"2565","65","S4",39.16
"2566","66","S4",39.25
"2567","67","S4",38.53
"2568","68","S4",38.78
"2569","69","S4",39.45
"2570","70","S4",39.45
"2571","71","S4",38.99
"2572","72","S4",38.89
"2573","73","S4",38.63
"2574","74","S4",38.42
"2575","75","S4",38.61
"2576","76","S4",39.48
"2577","77","S4",39.21
"2578","78","S4",38.33
"2579","79","S4",38.9
"2580","80","S4",38.62
"2581","81","S4",38.34
"2582","82","S4",38.55
"2583","83","S4",39.49
"2584","84","S4",39.09
"2585","85","S4",39.49
"2586","86","S4",39.28
"2587","87","S4",39.59
"2588","88","S4",39.1
"2589","89","S4",39.11
"2590","90","S4",40.07
"2591","91","S4",38.86
"2592","92","S4",38.54
"2593","93","S4",39.47
"2594","94","S4",38.53
"2595","95","S4",39.24
"2596","96","S4",39.73
"2597","97","S4",38.82
"2598","98","S4",39.55
"2599","99","S4",39.4
"2600","100","S4",38.52
"2601","101","S4",38.14
"2602","102","S4",39.62
"2603","103","S4",38.93
"2604","104","S4",39.37
"2605","105","S4",39.37
"2606","106","S4",38.54
"2607","107","S4",39.42
"2608","108","S4",38.91
"2609","109","S4",38.53
"2610","110","S4",38.61
"2611","111","S4",39.2
"2612","112","S4",39.15
"2613","113","S4",38.17
"2614","114","S4",39.19
"2615","115","S4",38.74
"2616","116","S4",38.96
"2617","117","S4",39.22
"2618","118","S4",40.04
"2619","119","S4",38.41
"2620","120","S4",39.57
"2621","121","S4",39.23
"2622","122","S4",39.11
"2623","123","S4",39.27
"2624","124","S4",38.41
"2625","125","S4",38.81
"2626","126","S4",38.46
"2627","127","S4",38.03
"2628","128","S4",38.46
"2629","129","S4",39.35
"2630","130","S4",39.53
"2631","131","S4",39.16
"2632","132","S4",39.58
"2633","133","S4",39.07
"2634","134","S4",39.2
"2635","135","S4",38.86
"2636","136","S4",39.03
"2637","137","S4",38.58
"2638","138","S4",39.46
"2639","139","S4",38.77
"2640","140","S4",39.01
"2641","141","S4",39.62
"2642","142","S4",39.09
"2643","143","S4",38.79
"2644","144","S4",38.45
"2645","145","S4",39.84
"2646","146","S4",39.69
"2647","147","S4",38.59
"2648","148","S4",39.06
"2649","149","S4",38.24
"2650","150","S4",38.61
"2651","151","S4",37.97
"2652","152","S4",40.23
"2653","153","S4",38.18
"2654","154","S4",38.44
"2655","155","S4",39.11
"2656","156","S4",39.6
"2657","157","S4",38.8
"2658","158","S4",38.56
"2659","159","S4",38.5
"2660","160","S4",38.95
"2661","161","S4",38.85
"2662","162","S4",39.34
"2663","163","S4",38.81
"2664","164","S4",38.65
"2665","165","S4",39.12
"2666","166","S4",39
"2667","167","S4",38.4
"2668","168","S4",39.22
"2669","169","S4",39.04
"2670","170","S4",39.7
"2671","171","S4",39.02
"2672","172","S4",39.03
"2673","173","S4",39
"2674","174","S4",38
"2675","175","S4",39.46
"2676","176","S4",39.07
"2677","177","S4",37.81
"2678","178","S4",39.39
"2679","179","S4",38.48
"2680","180","S4",39.02
"2681","181","S4",38.61
"2682","182","S4",38.51
"2683","183","S4",39.54
"2684","184","S4",39.07
"2685","185","S4",38.95
"2686","186","S4",39.75
"2687","187","S4",38.96
"2688","188","S4",39.58
"2689","189","S4",39.08
"2690","190","S4",38.79
"2691","191","S4",39.1
"2692","192","S4",39.47
"2693","193","S4",39.97
"2694","194","S4",38.9
"2695","195","S4",38.84
"2696","196","S4",39.3
"2697","197","S4",38.47
"2698","198","S4",39.41
"2699","199","S4",40.53
"2700","200","S4",38.5
"2701","201","S4",38.72
"2702","202","S4",38
"2703","203","S4",39.14
"2704","204","S4",39.54
"2705","205","S4",38.12
"2706","206","S4",39.79
"2707","207","S4",38.77
"2708","208","S4",39.2
"2709","209","S4",38.94
"2710","210","S4",39.03
"2711","211","S4",39.21
"2712","212","S4",37.88
"2713","213","S4",39.24
"2714","214","S4",38.7
"2715","215","S4",39.06
"2716","216","S4",39.82
"2717","217","S4",39.61
"2718","218","S4",38.7
"2719","219","S4",38.42
"2720","220","S4",38.92
"2721","221","S4",39.37
"2722","222","S4",38.66
"2723","223","S4",39.07
"2724","224","S4",38.42
"2725","225","S4",37.97
"2726","226","S4",38.8
"2727","227","S4",39.05
"2728","228","S4",39.17
"2729","229","S4",39.23
"2730","230","S4",39.47
"2731","231","S4",38.81
"2732","232","S4",39.9
"2733","233","S4",39.34
"2734","234","S4",38.72
"2735","235","S4",39.46
"2736","236","S4",38.81
"2737","237","S4",39.88
"2738","238","S4",39.56
"2739","239","S4",39.27
"2740","240","S4",39.38
"2741","241","S4",38.91
"2742","242","S4",39.81
"2743","243","S4",39.36
"2744","244","S4",39.45
"2745","245","S4",39.04
"2746","246","S4",38.95
"2747","247","S4",39.42
"2748","248","S4",39.75
"2749","249","S4",38.14
"2750","250","S4",39.15
"2751","251","S4",39.62
"2752","252","S4",38.52
"2753","253","S4",38.84
"2754","254","S4",39.65
"2755","255","S4",39.73
"2756","256","S4",39.02
"2757","257","S4",38.9
"2758","258","S4",39.59
"2759","259","S4",39.22
"2760","260","S4",38.82
"2761","261","S4",40.55
"2762","262","S4",39.57
"2763","263","S4",39.37
"2764","264","S4",38.75
"2765","265","S4",38.16
"2766","266","S4",39.54
"2767","267","S4",39.68
"2768","268","S4",38.82
"2769","269","S4",38.18
"2770","270","S4",39.36
"2771","271","S4",39.34
"2772","272","S4",39.13
"2773","273","S4",38.7
"2774","274","S4",39.54
"2775","275","S4",39.67
"2776","276","S4",39.8
"2777","277","S4",39.16
"2778","278","S4",39.32
"2779","279","S4",38.54
"2780","280","S4",39.04
"2781","281","S4",38.49
"2782","282","S4",38.58
"2783","283","S4",39.33
"2784","284","S4",38.84
"2785","285","S4",39.3
"2786","286","S4",40.02
"2787","287","S4",38.92
"2788","288","S4",38.75
"2789","289","S4",37.99
"2790","290","S4",38.58
"2791","291","S4",39.22
"2792","292","S4",39.53
"2793","293","S4",39.35
"2794","294","S4",39.28
"2795","295","S4",39.2
"2796","296","S4",38.35
"2797","297","S4",39.61
"2798","298","S4",39.05
"2799","299","S4",38.65
"2800","300","S4",39.05
"2801","301","S4",39.35
"2802","302","S4",38.94
"2803","303","S4",39.54
"2804","304","S4",38.52
"2805","305","S4",38.99
"2806","306","S4",39.03
"2807","307","S4",39.2
"2808","308","S4",38.74
"2809","309","S4",39.05
"2810","310","S4",38.74
"2811","311","S4",38.68
"2812","312","S4",39.2
"2813","313","S4",38.69
"2814","314","S4",39.47
"2815","315","S4",38.99
"2816","316","S4",39.22
"2817","317","S4",38.85
"2818","318","S4",39.67
"2819","319","S4",40.58
"2820","320","S4",39.15
"2821","321","S4",38.71
"2822","322","S4",39.45
"2823","323","S4",39.34
"2824","324","S4",39.3
"2825","325","S4",38.47
"2826","326","S4",39.94
"2827","327","S4",39.31
"2828","328","S4",38.99
"2829","329","S4",39.11
"2830","330","S4",38.6
"2831","331","S4",38.62
"2832","332","S4",38.53
"2833","333","S4",39.69
"2834","334","S4",38.34
"2835","335","S4",39.27
"2836","336","S4",39.48
"2837","337","S4",38.47
"2838","338","S4",38.66
"2839","339","S4",39.58
"2840","340","S4",38.92
"2841","341","S4",39.28
"2842","342","S4",39.91
"2843","343","S4",39.43
"2844","344","S4",39.04
"2845","345","S4",39.4
"2846","346","S4",38.82
"2847","347","S4",38.59
"2848","348","S4",39.6
"2849","349","S4",38.92
"2850","350","S4",39.18
"2851","351","S4",39.48
"2852","352","S4",39.3
"2853","353","S4",39.11
"2854","354","S4",39.36
"2855","355","S4",39.17
"2856","356","S4",39.26
"2857","357","S4",38.8
"2858","358","S4",38.54
"2859","359","S4",39.68
"2860","360","S4",39.06
"2861","361","S4",38.94
"2862","362","S4",38.91
"2863","363","S4",38.97
"2864","364","S4",38.56
"2865","365","S4",39.67
"2866","366","S4",38.78
"2867","367","S4",38.73
"2868","368","S4",39.2
"2869","369","S4",37.76
"2870","370","S4",39.16
"2871","371","S4",39.39
"2872","372","S4",39.51
"2873","373","S4",38.5
"2874","374","S4",38.78
"2875","375","S4",38.29
"2876","376","S4",39.36
"2877","377","S4",39.26
"2878","378","S4",39.26
"2879","379","S4",39.34
"2880","380","S4",38.92
"2881","381","S4",38.1
"2882","382","S4",39.19
"2883","383","S4",38.89
"2884","384","S4",39.29
"2885","385","S4",39.37
"2886","386","S4",38.45
"2887","387","S4",38.59
"2888","388","S4",39.24
"2889","389","S4",38.26
"2890","390","S4",38.74
"2891","391","S4",38.48
"2892","392","S4",39.54
"2893","393","S4",38.53
"2894","394","S4",39.36
"2895","395","S4",38.61
"2896","396","S4",39.31
"2897","397","S4",39.42
"2898","398","S4",39.19
"2899","399","S4",38.9
"2900","400","S4",39.16
"2901","401","S4",39.23
"2902","402","S4",39.6
"2903","403","S4",39.25
"2904","404","S4",39.73
"2905","405","S4",38.53
"2906","406","S4",39.65
"2907","407","S4",39.19
"2908","408","S4",39.5
"2909","409","S4",38.36
"2910","410","S4",37.73
"2911","411","S4",39.98
"2912","412","S4",39.66
"2913","413","S4",38.99
"2914","414","S4",39.17
"2915","415","S4",39.27
"2916","416","S4",39.44
"2917","417","S4",39.87
"2918","418","S4",38.13
"2919","419","S4",39.63
"2920","420","S4",39.99
"2921","421","S4",38.46
"2922","422","S4",38.56
"2923","423","S4",38.83
"2924","424","S4",39.86
"2925","425","S4",39.94
"2926","426","S4",38.79
"2927","427","S4",39.9
"2928","428","S4",38.74
"2929","429","S4",38.85
"2930","430","S4",38.75
"2931","431","S4",38.52
"2932","432","S4",39.1
"2933","433","S4",38.99
"2934","434","S4",38.52
"2935","435","S4",38.67
"2936","436","S4",39.16
"2937","437","S4",38.34
"2938","438","S4",39.59
"2939","439","S4",38.35
"2940","440","S4",39.42
"2941","441","S4",38.87
"2942","442","S4",38.01
"2943","443","S4",39.78
"2944","444","S4",39.02
"2945","445","S4",39.24
"2946","446","S4",39.27
"2947","447","S4",39.64
"2948","448","S4",39.29
"2949","449","S4",38.68
"2950","450","S4",38.36
"2951","451","S4",39.65
"2952","452","S4",38.85
"2953","453","S4",39.26
"2954","454","S4",39.66
"2955","455","S4",39.03
"2956","456","S4",39.56
"2957","457","S4",39.37
"2958","458","S4",39.86
"2959","459","S4",38.78
"2960","460","S4",38.53
"2961","461","S4",39.11
"2962","462","S4",39.68
"2963","463","S4",39.33
"2964","464","S4",38.62
"2965","465","S4",38.78
"2966","466","S4",38.57
"2967","467","S4",39.54
"2968","468","S4",38.9
"2969","469","S4",38.25
"2970","470","S4",39.41
"2971","471","S4",39.4
"2972","472","S4",38.93
"2973","473","S4",39.27
"2974","474","S4",38.88
"2975","475","S4",38.81
"2976","476","S4",39.76
"2977","477","S4",39.62
"2978","478","S4",38.96
"2979","479","S4",39.51
"2980","480","S4",37.98
"2981","481","S4",38.52
"2982","482","S4",37.82
"2983","483","S4",38.86
"2984","484","S4",38.95
"2985","485","S4",39.48
"2986","486","S4",39.72
"2987","487","S4",38.06
"2988","488","S4",38.56
"2989","489","S4",39.13
"2990","490","S4",39.53
"2991","491","S4",38.51
"2992","492","S4",38.84
"2993","493","S4",39.45
"2994","494","S4",39.53
"2995","495","S4",38.48
"2996","496","S4",39.22
"2997","497","S4",38.88
"2998","498","S4",39.28
"2999","499","S4",38.82
"3000","500","S4",38.41
"3001","1","S5",38.9
"3002","2","S5",39.04
"3003","3","S5",38.35
"3004","4","S5",38.25
"3005","5","S5",38.91
"3006","6","S5",39.19
"3007","7","S5",39.09
"3008","8","S5",38.62
"3009","9","S5",39.02
"3010","10","S5",38.7
"3011","11","S5",38.91
"3012","12","S5",38.81
"3013","13","S5",39.41
"3014","14","S5",39.34
"3015","15","S5",38.65
"3016","16","S5",38.85
"3017","17","S5",38.7
"3018","18","S5",39.19
"3019","19","S5",38.58
"3020","20","S5",38.7
"3021","21","S5",38.37
"3022","22","S5",38.44
"3023","23","S5",39.22
"3024","24","S5",39.33
"3025","25","S5",38.99
"3026","26","S5",38.87
"3027","27","S5",38.21
"3028","28","S5",38.96
"3029","29","S5",38.67
"3030","30","S5",38.98
"3031","31","S5",39.13
"3032","32","S5",38.59
"3033","33","S5",38.66
"3034","34","S5",38.96
"3035","35","S5",39.39
"3036","36","S5",39.49
"3037","37","S5",38.11
"3038","38","S5",39.03
"3039","39","S5",39.03
"3040","40","S5",38.88
"3041","41","S5",38.13
"3042","42","S5",38.3
"3043","43","S5",38.72
"3044","44","S5",38.99
"3045","45","S5",38.72
"3046","46","S5",39.11
"3047","47","S5",39.44
"3048","48","S5",38.61
"3049","49","S5",39.37
"3050","50","S5",38.83
"3051","51","S5",39.08
"3052","52","S5",38.59
"3053","53","S5",37.95
"3054","54","S5",38.82
"3055","55","S5",38.57
"3056","56","S5",38.59
"3057","57","S5",38.4
"3058","58","S5",38.83
"3059","59","S5",39.26
"3060","60","S5",38.39
"3061","61","S5",38.96
"3062","62","S5",38.67
"3063","63","S5",39.1
"3064","64","S5",39.31
"3065","65","S5",38.65
"3066","66","S5",38.59
"3067","67","S5",38.28
"3068","68","S5",38.17
"3069","69","S5",39.24
"3070","70","S5",38.75
"3071","71","S5",38.8
"3072","72","S5",38.47
"3073","73","S5",37.93
"3074","74","S5",38.44
"3075","75","S5",39.02
"3076","76","S5",39.49
"3077","77","S5",39.13
"3078","78","S5",38.15
"3079","79","S5",38.46
"3080","80","S5",38.1
"3081","81","S5",37.84
"3082","82","S5",38.74
"3083","83","S5",39.59
"3084","84","S5",38.28
"3085","85","S5",39.01
"3086","86","S5",38.69
"3087","87","S5",38.34
"3088","88","S5",39.11
"3089","89","S5",38.91
"3090","90","S5",39.52
"3091","91","S5",38.57
"3092","92","S5",38.5
"3093","93","S5",39.56
"3094","94","S5",38.54
"3095","95","S5",38.66
"3096","96","S5",39.37
"3097","97","S5",39.23
"3098","98","S5",39.01
"3099","99","S5",39.56
"3100","100","S5",38.55
"3101","101","S5",38.76
"3102","102","S5",39.6
"3103","103","S5",38.99
"3104","104","S5",38.59
"3105","105","S5",38.66
"3106","106","S5",38.58
"3107","107","S5",38.63
"3108","108","S5",38.4
"3109","109","S5",38.33
"3110","110","S5",39.03
"3111","111","S5",38.79
"3112","112","S5",38.29
"3113","113","S5",38.39
"3114","114","S5",38.86
"3115","115","S5",39.59
"3116","116","S5",38.62
"3117","117","S5",39.58
"3118","118","S5",39.31
"3119","119","S5",37.92
"3120","120","S5",38.95
"3121","121","S5",39.18
"3122","122","S5",39.12
"3123","123","S5",39.07
"3124","124","S5",37.95
"3125","125","S5",38.48
"3126","126","S5",38.73
"3127","127","S5",37.61
"3128","128","S5",37.51
"3129","129","S5",39.13
"3130","130","S5",39.54
"3131","131","S5",39.27
"3132","132","S5",39.56
"3133","133","S5",38.55
"3134","134","S5",39.22
"3135","135","S5",38.4
"3136","136","S5",39.09
"3137","137","S5",37.97
"3138","138","S5",39.13
"3139","139","S5",38.78
"3140","140","S5",39.03
"3141","141","S5",39.12
"3142","142","S5",38.45
"3143","143","S5",38.92
"3144","144","S5",38.07
"3145","145","S5",39.16
"3146","146","S5",39.43
"3147","147","S5",38.31
"3148","148","S5",39.12
"3149","149","S5",37.98
"3150","150","S5",38.42
"3151","151","S5",38.44
"3152","152","S5",39.52
"3153","153","S5",38.33
"3154","154","S5",38.28
"3155","155","S5",39.23
"3156","156","S5",39.68
"3157","157","S5",38.91
"3158","158","S5",37.93
"3159","159","S5",38.28
"3160","160","S5",38.43
"3161","161","S5",37.87
"3162","162","S5",39.2
"3163","163","S5",38.17
"3164","164","S5",38.78
"3165","165","S5",39.08
"3166","166","S5",38.6
"3167","167","S5",38.14
"3168","168","S5",39.47
"3169","169","S5",38.81
"3170","170","S5",38.84
"3171","171","S5",38.86
"3172","172","S5",38.54
"3173","173","S5",38.72
"3174","174","S5",38.03
"3175","175","S5",38.78
"3176","176","S5",39.18
"3177","177","S5",37.96
"3178","178","S5",39.43
"3179","179","S5",37.9
"3180","180","S5",38.58
"3181","181","S5",38.82
"3182","182","S5",38.14
"3183","183","S5",38.92
"3184","184","S5",39.1
"3185","185","S5",39.33
"3186","186","S5",40.39
"3187","187","S5",38.61
"3188","188","S5",38.67
"3189","189","S5",38.96
"3190","190","S5",38.37
"3191","191","S5",38.33
"3192","192","S5",38.99
